personnel_id,week,attendance_score,activity_level,performance_score,social_withdrawal,behavioral_change
P4832,4,85.8,85.6,92.6,2.4,4.4
P4832,5,79.6,94.3,90.4,2.9,1.0
P4832,6,89.8,98.2,72.4,1.8,3.3
P4832,7,100.0,88.8,86.0,2.7,3.1
P4832,8,92.2,100.0,78.2,4.0,1.0
P4832,9,93.1,100.0,82.4,2.0,1.8
P4832,10,100.0,97.8,81.9,5.9,1.7
P4832,11,80.9,76.4,83.6,2.6,3.3
P4832,12,89.5,100.0,82.2,5.1,1.0
P4833,1,89.4,87.1,71.1,1.6,3.3
P4833,2,90.2,94.8,74.0,2.8,2.7
P4833,3,90.2,99.1,79.7,5.8,2.9
P4833,4,94.9,84.6,91.9,4.5,1.2
P4833,5,96.5,91.9,92.3,5.6,1.9
P4833,6,93.0,78.2,79.7,2.2,3.5
P4833,7,84.2,90.0,87.0,4.2,1.1
P4833,8,94.6,92.9,77.4,5.3,3.6
P4833,9,98.6,91.2,84.7,2.0,2.5
P4833,10,90.4,89.7,81.6,2.1,2.1
P4833,11,93.2,95.8,96.6,1.7,2.5
P4833,12,82.4,100.0,89.0,5.3,2.1
P4834,1,86.8,100.0,85.6,1.9,1.6
P4834,2,85.2,86.5,87.3,3.3,3.7
P4834,3,92.1,99.1,75.7,3.9,1.0
P4834,4,92.1,100.0,91.3,1.0,1.8
P4834,5,96.0,91.3,82.6,5.5,4.1
P4834,6,86.2,100.0,71.1,2.2,2.7
P4834,7,88.2,96.1,64.3,1.0,1.7
P4834,8,96.8,93.7,89.0,3.7,1.0
P4834,9,100.0,100.0,78.9,2.2,1.1
P4834,10,81.8,100.0,69.5,3.6,2.6
P4834,11,81.6,100.0,84.9,3.5,2.2
P4834,12,92.9,85.3,71.7,4.3,4.8
P4835,1,88.7,88.8,85.2,6.8,2.4
P4835,2,94.7,100.0,71.8,4.6,2.4
P4835,3,83.3,91.0,80.2,3.9,2.4
P4835,4,93.2,100.0,100.0,4.4,1.2
P4835,5,85.4,100.0,88.1,1.0,2.1
P4835,6,89.1,98.7,87.0,3.9,3.0
P4835,7,88.1,97.2,73.0,2.7,2.4
P4835,8,76.0,93.7,84.9,5.2,1.9
P4835,9,92.8,92.9,79.9,5.7,1.9
P4835,10,93.1,91.3,91.4,3.0,2.3
P4835,11,87.3,92.6,79.9,5.2,1.0
P4835,12,81.2,88.7,88.7,1.9,1.6
P4836,1,91.2,94.7,91.5,1.0,2.2
P4836,2,98.2,81.3,71.4,1.0,3.8
P4836,3,89.4,90.1,97.7,3.7,1.0
P4836,4,88.7,92.1,68.0,2.4,1.0
P4836,5,100.0,92.4,77.9,5.2,1.3
P4836,6,93.2,96.5,71.3,2.9,1.0
P4836,7,85.5,84.8,83.7,4.5,3.1
P4836,8,94.1,96.5,72.2,4.1,1.0
P4836,9,95.3,90.4,80.0,5.7,2.5
P4836,10,84.1,76.8,68.1,4.9,3.1
P4836,11,87.3,89.1,91.5,6.8,4.3
P4836,12,99.4,84.3,76.1,4.6,3.4
P4837,1,89.0,76.8,70.3,2.6,4.1
P4837,2,98.9,100.0,86.5,3.0,2.0
P4837,3,100.0,96.0,78.0,2.7,1.6
P4837,4,96.7,89.8,79.8,3.3,3.8
P4837,5,83.7,100.0,81.8,1.7,3.3
P4837,6,94.7,78.1,79.3,5.3,3.1
P4837,7,91.3,100.0,75.7,5.0,1.0
P4837,8,95.4,100.0,80.5,4.1,3.1
P4837,9,84.2,100.0,77.3,3.8,1.3
P4837,10,90.1,100.0,59.9,3.8,2.2
P4837,11,79.1,100.0,82.4,2.5,1.3
P4837,12,83.3,100.0,71.3,3.0,1.0
P4838,1,89.1,92.1,86.5,3.5,1.0
P4838,2,90.3,77.8,80.6,5.3,2.5
P4838,3,89.7,74.0,89.3,2.2,3.9
P4838,4,86.8,91.8,96.2,1.9,3.2
P4838,5,100.0,77.5,62.9,3.6,4.0
P4838,6,94.2,96.1,73.7,5.5,3.3
P4838,7,99.5,81.2,91.1,5.6,2.8
P4838,8,96.7,84.1,75.1,2.1,3.8
P4838,9,92.0,88.4,53.3,4.2,3.3
P4838,10,100.0,77.7,96.1,5.5,1.9
P4838,11,81.1,86.5,67.2,4.0,3.3
P4838,12,93.3,79.2,92.6,1.0,5.2
P4839,1,99.1,82.5,72.5,1.6,3.1
P4839,2,93.9,69.1,68.6,3.5,5.2
P4839,3,87.9,78.0,70.2,3.1,3.9
P4839,4,84.4,67.0,69.4,3.4,4.9
P4839,5,92.8,78.0,74.3,4.0,4.2
P4839,6,91.3,70.2,88.7,5.4,2.8
P4839,7,90.5,74.7,83.7,3.8,4.4
P4839,8,99.6,86.1,75.1,3.8,2.8
P4839,9,97.1,91.8,82.0,3.4,2.0
P4839,10,99.5,76.6,82.9,2.8,3.6
P4839,11,85.5,78.8,81.7,3.4,2.9
P4839,12,85.1,80.5,78.1,1.6,4.1
P4840,1,93.4,66.7,93.8,5.1,4.8
P4840,2,95.6,74.6,85.8,6.2,4.7
P4840,3,92.2,75.3,79.2,3.5,4.6
P4840,4,93.4,76.7,71.3,3.7,4.6
P4840,5,98.0,58.5,69.5,6.9,5.9
P4840,6,85.9,71.7,66.2,4.0,3.1
P4840,7,87.8,64.9,80.3,2.3,5.1
P4840,8,87.0,84.9,73.0,2.7,1.8
P4840,9,87.1,70.4,65.0,3.6,5.7
P4840,10,84.9,78.1,99.6,4.0,2.2
P4840,11,93.0,63.4,97.0,1.0,4.3
P4840,12,97.4,65.3,87.0,5.9,5.1
P4841,1,87.9,91.0,77.7,1.0,2.3
P4841,2,87.2,85.8,89.3,3.6,2.7
P4841,3,91.1,91.7,80.5,4.4,3.0
P4841,4,84.2,88.0,91.3,6.3,3.3
P4841,5,78.2,90.2,83.3,2.8,3.9
P4841,6,92.8,100.0,81.4,6.0,1.3
P4841,7,84.4,100.0,82.4,3.7,2.1
P4841,8,96.7,87.4,77.9,5.7,5.1
P4841,9,77.2,93.6,67.8,2.2,2.8
P4841,10,91.2,100.0,91.6,1.0,2.7
P4841,11,100.0,100.0,100.0,4.4,1.3
P4841,12,93.5,95.5,85.6,2.9,2.1
P4842,1,88.0,83.2,63.0,2.8,3.8
P4842,2,95.2,100.0,57.4,4.4,1.7
P4842,3,90.0,97.1,63.3,4.5,2.5
P4842,4,89.1,91.0,83.9,8.4,3.1
P4842,5,90.1,99.0,76.6,2.6,1.0
P4842,6,95.1,91.6,89.4,3.5,2.2
P4842,7,99.2,100.0,74.2,2.7,1.0
P4842,8,94.3,100.0,79.8,3.8,1.0
P4842,9,84.9,91.5,83.2,5.3,1.1
P4842,10,90.7,87.7,72.8,2.4,2.2
P4842,11,88.4,88.3,78.9,2.3,2.6
P4842,12,74.1,100.0,90.8,2.8,2.4
P4843,1,84.2,100.0,71.2,3.3,2.5
P4843,2,81.6,96.7,79.1,4.1,1.1
P4843,3,91.4,100.0,79.5,5.6,1.1
P4843,4,82.2,100.0,85.3,3.0,1.0
P4843,5,88.3,100.0,69.8,3.8,1.2
P4843,6,80.9,89.2,66.8,1.4,2.5
P4843,7,84.9,100.0,99.6,3.7,2.8
P4843,8,88.9,90.9,82.8,2.3,2.2
P4843,9,93.6,88.0,90.0,5.3,3.2
P4843,10,95.2,94.2,92.9,1.7,2.9
P4843,11,79.4,95.8,88.7,4.4,1.5
P4843,12,90.0,100.0,78.7,3.9,1.7
P4844,1,91.7,83.4,67.6,4.0,4.5
P4844,2,79.0,80.7,96.1,3.0,2.7
P4844,3,88.3,76.7,74.8,4.6,5.9
P4844,4,92.1,76.2,81.3,5.5,2.1
P4844,5,84.8,74.9,81.0,2.6,3.9
P4844,6,90.5,85.1,75.5,4.5,2.4
P4844,7,90.0,76.3,79.7,2.9,3.8
P4844,8,85.6,76.0,85.4,1.0,5.3
P4844,9,85.5,77.9,76.9,4.6,2.9
P4844,10,84.3,94.3,67.4,4.0,2.3
P4844,11,96.4,80.8,93.5,5.2,4.6
P4844,12,90.9,82.2,86.4,4.7,4.0
P4845,1,79.6,87.6,74.3,2.1,1.9
P4845,2,90.8,100.0,72.4,3.0,1.8
P4845,3,87.4,93.7,65.7,5.3,2.0
P4845,4,79.8,100.0,81.1,4.6,1.4
P4845,5,100.0,83.5,78.2,4.1,3.6
P4845,6,91.4,100.0,75.1,4.9,1.0
P4845,7,87.7,92.6,81.9,5.1,2.2
P4845,8,98.9,88.6,87.3,6.3,1.2
P4845,9,85.8,100.0,85.9,2.5,1.0
P4845,10,92.8,100.0,76.5,1.4,1.4
P4845,11,89.6,79.1,97.0,1.9,4.6
P4845,12,83.5,84.7,83.8,3.5,3.5
P4846,1,92.6,86.1,85.0,3.0,1.8
P4846,2,91.3,78.0,93.3,1.5,2.9
P4846,3,93.1,88.0,60.4,2.9,1.2
P4846,4,94.2,87.4,65.5,7.1,3.7
P4846,5,88.4,89.6,93.4,1.7,1.0
P4846,6,96.5,78.6,86.9,4.8,3.2
P4846,7,79.4,86.7,80.8,3.5,3.3
P4846,8,94.7,85.4,71.9,2.8,4.2
P4846,9,96.0,88.1,75.7,3.8,2.6
P4846,10,92.5,79.4,86.3,3.4,3.4
P4846,11,89.7,71.3,84.9,2.7,2.8
P4846,12,88.7,74.6,75.6,4.4,4.1
P4847,1,84.1,98.7,90.8,4.5,1.0
P4847,2,73.0,100.0,71.8,1.4,1.0
P4847,3,98.4,100.0,66.5,1.0,1.5
P4847,4,91.5,100.0,82.5,3.0,2.4
P4847,5,85.0,98.3,82.8,3.6,1.9
P4847,6,78.2,97.3,77.6,4.6,2.9
P4847,7,89.3,100.0,72.3,4.2,1.0
P4847,8,93.1,100.0,57.6,1.3,1.0
P4847,9,88.7,96.6,87.4,4.9,1.1
P4847,10,80.7,100.0,61.1,4.5,1.4
P4847,11,92.9,100.0,67.3,1.7,1.3
P4847,12,83.9,100.0,79.6,4.3,2.3
P4848,1,98.0,98.0,100.0,3.5,1.0
P4848,2,92.1,92.5,86.8,4.4,1.0
P4848,3,93.4,99.9,72.7,5.2,2.8
P4848,4,87.9,92.1,85.6,4.4,1.0
P4848,5,95.1,84.9,58.6,3.1,4.1
P4848,6,95.2,84.1,86.5,2.7,2.1
P4848,7,75.8,90.0,85.3,3.0,3.5
P4848,8,87.3,87.9,84.9,4.5,3.5
P4848,9,85.8,98.6,62.9,2.2,1.2
P4848,10,94.1,87.1,92.5,3.8,3.8
P4848,11,89.5,83.9,82.7,2.9,1.7
P4848,12,90.0,86.7,99.2,3.9,2.1
P4849,1,89.0,84.1,73.7,4.0,4.2
P4849,2,95.2,83.1,75.9,1.5,3.2
P4849,3,98.0,74.8,94.2,1.5,3.5
P4849,4,96.3,70.2,77.2,2.4,3.9
P4849,5,88.8,83.1,84.5,5.0,3.5
P4849,6,82.0,82.3,74.5,3.8,3.8
P4849,7,83.8,83.1,72.2,2.2,4.9
P4849,8,85.4,65.8,70.7,2.3,4.0
P4849,9,88.8,81.5,79.1,4.8,1.7
P4849,10,85.4,90.0,72.4,5.0,1.0
P4849,11,83.2,75.6,82.7,5.9,5.6
P4849,12,90.6,83.2,83.6,1.0,3.3
P4850,1,87.3,100.0,74.5,4.8,2.9
P4850,2,100.0,90.3,90.4,4.4,2.8
P4850,3,84.5,96.4,68.4,3.2,3.9
P4850,4,93.6,91.8,89.5,1.5,2.9
P4850,5,89.3,88.1,91.7,4.8,3.4
P4850,6,89.0,87.7,72.5,4.4,2.0
P4850,7,86.4,94.5,93.7,2.8,1.0
P4850,8,92.2,96.3,97.6,4.9,1.0
P4850,9,100.0,100.0,91.8,1.0,1.0
P4850,10,91.1,81.0,82.0,1.8,3.7
P4850,11,89.5,94.9,88.6,1.8,2.0
P4850,12,86.8,100.0,89.0,1.3,2.3
P4851,1,84.6,75.4,77.6,3.3,2.5
P4851,2,80.2,73.8,82.5,4.3,3.7
P4851,3,87.7,69.4,81.7,2.7,5.2
P4851,4,88.6,82.8,69.5,2.0,5.0
P4851,5,89.2,75.0,70.8,3.4,3.7
P4851,6,94.8,65.8,67.2,2.2,5.5
P4851,7,90.9,81.8,77.1,4.3,4.9
P4851,8,95.8,79.5,75.7,3.5,3.9
P4851,9,81.4,94.0,88.8,3.4,2.5
P4851,10,91.4,81.3,87.4,4.6,2.6
P4851,11,94.0,61.5,66.4,3.2,3.9
P4851,12,92.7,77.9,87.1,2.2,3.3
P4852,1,94.1,71.1,76.6,4.4,3.5
P4852,2,89.6,69.4,67.4,3.2,3.6
P4852,3,85.9,76.7,67.4,5.0,3.2
P4852,4,97.1,87.9,77.8,2.4,3.1
P4852,5,88.1,88.7,74.6,1.0,4.5
P4852,6,99.4,97.0,80.4,3.4,1.6
P4852,7,86.9,80.0,86.3,3.0,4.4
P4852,8,79.5,76.4,85.0,5.5,5.2
P4852,9,93.2,91.4,90.8,5.0,2.9
P4852,10,87.2,75.8,77.9,3.0,4.4
P4852,11,87.7,75.5,68.0,3.2,4.2
P4852,12,87.8,74.8,82.2,3.5,5.1
P4853,1,86.8,74.7,87.7,3.4,3.5
P4853,2,90.3,65.1,75.4,4.6,3.9
P4853,3,99.9,81.7,88.6,4.9,3.3
P4853,4,88.8,74.6,78.7,4.7,4.6
P4853,5,96.0,80.2,78.0,4.3,2.7
P4853,6,89.6,78.7,80.3,4.8,2.9
P4853,7,82.7,78.2,79.0,5.5,4.5
P4853,8,93.9,68.7,69.2,3.8,4.0
P4853,9,95.5,70.5,79.0,6.3,2.9
P4853,10,94.6,62.7,67.6,2.6,5.4
P4853,11,88.9,83.8,79.2,5.1,2.8
P4853,12,91.5,73.9,87.3,4.2,3.4
P4854,1,88.5,78.2,68.4,1.6,3.5
P4854,2,89.2,71.6,70.0,3.2,3.6
P4854,3,83.0,73.0,73.7,3.2,2.4
P4854,4,84.4,60.8,92.7,5.9,4.9
P4854,5,84.5,75.3,84.7,3.1,3.6
P4854,6,87.3,80.2,61.4,3.9,2.4
P4854,7,96.8,85.0,86.8,4.2,2.1
P4854,8,80.6,60.5,69.0,4.5,3.8
P4854,9,100.0,60.6,94.7,2.3,2.9
P4854,10,91.9,80.5,83.4,4.0,3.2
P4854,11,94.3,80.1,83.1,4.8,2.9
P4854,12,81.5,71.0,93.1,4.5,4.4
P4855,1,90.7,65.8,70.2,2.8,4.8
P4855,2,90.2,75.0,73.8,2.9,5.5
P4855,3,82.0,79.3,69.4,3.8,3.4
P4855,4,96.6,75.1,83.4,4.0,5.1
P4855,5,92.5,72.4,66.7,5.0,5.4
P4855,6,91.7,65.4,87.3,4.8,4.6
P4855,7,90.2,78.7,84.5,4.6,5.2
P4855,8,84.3,77.3,69.6,2.7,3.2
P4855,9,96.7,65.3,76.7,3.2,3.6
P4855,10,97.3,62.9,69.2,8.3,4.9
P4855,11,88.6,69.0,81.3,1.9,2.5
P4855,12,89.0,59.8,68.3,1.0,6.3
P4856,1,91.2,97.4,89.5,2.8,1.7
P4856,2,87.9,92.3,76.8,4.8,1.1
P4856,3,97.4,92.9,84.0,4.7,2.5
P4856,4,91.0,81.9,62.9,5.4,3.3
P4856,5,86.1,92.9,100.0,4.2,3.0
P4856,6,92.9,80.0,83.0,1.4,4.7
P4856,7,99.7,90.3,84.2,4.9,2.6
P4856,8,87.8,96.8,73.3,4.2,1.8
P4856,9,86.5,100.0,75.7,2.5,2.9
P4856,10,100.0,98.2,78.1,5.4,1.0
P4856,11,87.6,100.0,99.2,3.4,1.6
P4856,12,100.0,86.1,98.1,1.0,2.8
P4857,1,91.3,64.1,64.3,3.0,4.0
P4857,2,90.1,65.2,87.7,5.8,4.3
P4857,3,98.2,73.4,72.3,4.5,5.9
P4857,4,82.5,77.9,76.6,3.2,4.6
P4857,5,95.4,81.4,85.6,3.2,3.8
P4857,6,83.9,81.7,65.3,2.1,1.4
P4857,7,93.2,73.8,98.0,4.1,4.0
P4857,8,100.0,70.4,92.0,2.1,6.4
P4857,9,94.1,81.6,71.3,3.2,1.1
P4857,10,85.7,68.6,78.8,3.3,3.1
P4857,11,74.2,70.0,100.0,5.7,5.6
P4857,12,90.5,73.8,84.1,3.5,2.8
P4858,1,87.5,91.0,60.9,2.4,2.3
P4858,2,83.3,92.1,90.8,5.7,2.6
P4858,3,86.1,72.2,84.3,6.7,4.2
P4858,4,87.0,86.4,81.2,5.3,3.8
P4858,5,98.7,87.3,77.7,2.8,2.5
P4858,6,92.2,100.0,76.0,6.1,2.5
P4858,7,91.6,97.2,74.0,2.1,3.2
P4858,8,82.1,94.6,95.6,1.0,3.0
P4858,9,95.0,81.8,67.0,5.2,2.9
P4858,10,89.7,100.0,72.3,2.7,1.3
P4858,11,90.3,91.8,67.1,3.6,2.9
P4858,12,92.5,87.1,79.1,1.0,2.0
P4859,1,88.0,63.7,87.8,1.3,5.3
P4859,2,95.8,81.1,69.5,5.2,2.0
P4859,3,100.0,82.0,96.1,3.0,3.9
P4859,4,82.9,66.6,83.8,2.5,2.7
P4859,5,98.9,78.7,81.3,2.3,3.4
P4859,6,88.4,72.7,64.7,3.8,4.0
P4859,7,87.9,94.8,79.3,7.1,3.1
P4859,8,89.9,69.0,69.0,6.2,4.1
P4859,9,92.1,68.1,80.2,4.9,4.6
P4859,10,95.8,84.9,65.0,3.8,1.5
P4859,11,92.0,88.0,83.3,3.1,2.2
P4859,12,91.3,66.9,88.3,2.3,5.6
P4860,1,88.8,92.8,81.9,3.6,1.8
P4860,2,92.4,89.6,86.1,1.0,1.8
P4860,3,86.7,100.0,65.7,2.8,1.2
P4860,4,88.5,91.9,69.3,2.9,1.7
P4860,5,79.7,100.0,80.1,2.2,1.9
P4860,6,92.5,77.9,69.0,2.0,2.4
P4860,7,89.9,98.9,70.1,2.5,1.0
P4860,8,91.2,79.0,85.9,3.7,3.2
P4860,9,77.9,86.3,91.1,5.0,2.2
P4860,10,86.8,85.2,67.3,3.1,3.3
P4860,11,86.4,85.9,83.1,2.8,3.3
P4860,12,80.1,100.0,85.8,4.8,2.4
P4861,1,86.1,82.7,64.2,3.8,4.0
P4861,2,97.6,100.0,96.4,5.2,1.3
P4861,3,95.5,81.0,83.5,5.5,1.7
P4861,4,97.5,70.6,67.8,2.3,5.3
P4861,5,82.7,89.7,83.7,1.9,2.3
P4861,6,85.3,84.6,64.4,2.6,3.4
P4861,7,85.3,68.9,85.2,4.5,4.4
P4861,8,93.6,64.1,82.7,1.0,6.3
P4861,9,86.0,91.3,65.5,4.0,2.3
P4861,10,86.2,80.7,69.4,4.7,1.8
P4861,11,92.8,83.1,92.8,1.4,2.6
P4861,12,82.1,82.8,94.4,3.4,2.4
P4862,1,94.1,85.5,76.7,2.4,3.6
P4862,2,94.9,72.7,83.3,4.4,3.5
P4862,3,69.0,79.6,75.8,4.5,3.1
P4862,4,88.3,69.3,79.9,4.4,4.5
P4862,5,89.0,77.7,60.3,4.8,2.8
P4862,6,83.2,69.8,80.5,3.4,4.1
P4862,7,94.6,66.1,90.4,2.7,4.4
P4862,8,90.3,73.0,70.2,4.7,2.4
P4862,9,90.1,79.9,73.4,3.1,3.6
P4862,10,84.2,74.2,63.1,5.5,3.5
P4862,11,96.9,61.3,70.4,1.3,4.5
P4862,12,92.6,60.0,81.2,4.9,4.1
P4863,1,88.8,93.9,90.5,1.0,2.5
P4863,2,92.5,97.1,71.2,1.0,2.1
P4863,3,85.0,90.3,83.7,3.2,1.7
P4863,4,91.9,96.9,75.1,2.6,1.1
P4863,5,94.8,99.3,77.7,1.4,2.0
P4863,6,78.5,90.4,67.5,3.7,1.4
P4863,7,95.6,100.0,92.3,3.3,1.0
P4863,8,100.0,100.0,79.0,3.8,1.0
P4863,9,92.1,69.6,88.0,4.4,4.8
P4863,10,93.8,97.4,91.5,3.9,2.0
P4863,11,98.5,86.4,85.0,4.5,3.5
P4863,12,97.9,97.8,80.6,4.0,1.0
P4864,1,87.6,70.7,72.0,3.6,5.0
P4864,2,90.0,64.2,87.9,6.9,3.3
P4864,3,85.3,65.9,71.2,3.6,3.7
P4864,4,85.4,71.1,70.5,1.3,4.7
P4864,5,95.3,76.9,81.7,4.4,4.8
P4864,6,95.1,64.6,69.1,5.0,5.1
P4864,7,91.5,76.7,88.1,5.1,3.5
P4864,8,86.5,71.1,71.9,1.0,5.0
P4864,9,87.8,77.6,73.9,3.0,5.2
P4864,10,88.0,83.7,58.7,5.5,3.7
P4864,11,100.0,76.2,81.4,3.4,5.0
P4864,12,89.2,77.7,96.2,2.9,3.1
P4865,1,82.9,95.0,95.8,2.8,1.8
P4865,2,82.1,88.9,74.5,4.3,1.6
P4865,3,91.2,93.5,88.3,1.2,2.3
P4865,4,93.5,97.7,80.0,4.0,1.0
P4865,5,99.6,85.5,83.5,2.7,4.2
P4865,6,97.4,97.2,71.2,3.4,1.0
P4865,7,99.4,87.7,80.8,3.9,1.9
P4865,8,82.8,74.1,79.4,3.4,5.5
P4865,9,85.6,77.9,82.2,2.3,4.8
P4865,10,92.9,94.2,73.9,3.6,1.9
P4865,11,96.1,98.3,92.3,2.9,1.0
P4865,12,87.0,86.0,90.3,3.1,4.9
P4866,1,77.9,86.4,76.1,4.0,2.2
P4866,2,95.4,82.1,69.5,2.4,3.7
P4866,3,93.9,88.5,74.1,4.0,1.7
P4866,4,89.1,89.1,72.2,3.8,4.8
P4866,5,91.6,89.5,76.5,2.8,4.8
P4866,6,98.3,88.0,75.0,4.3,4.2
P4866,7,94.8,77.3,93.1,1.0,3.4
P4866,8,86.9,90.6,97.9,4.4,1.9
P4866,9,79.5,70.4,80.9,4.7,4.7
P4866,10,99.3,94.3,77.7,3.2,1.1
P4866,11,89.2,86.4,65.3,2.5,2.6
P4866,12,84.0,89.8,76.6,6.4,1.2
P4867,1,95.5,97.8,57.8,3.1,2.7
P4867,2,94.6,96.8,78.2,1.7,1.4
P4867,3,89.8,94.4,78.2,5.3,2.3
P4867,4,86.4,99.7,79.2,1.7,1.3
P4867,5,90.9,100.0,76.4,4.3,1.0
P4867,6,93.4,100.0,85.9,3.6,1.0
P4867,7,89.8,100.0,80.2,8.0,2.2
P4867,8,87.2,90.5,93.3,3.0,2.7
P4867,9,93.2,100.0,77.5,3.2,3.0
P4867,10,92.6,100.0,80.0,3.2,1.5
P4867,11,81.7,76.7,88.2,4.5,5.8
P4867,12,97.5,98.8,89.1,5.1,1.0
P4868,1,87.9,69.7,85.8,6.1,5.7
P4868,2,88.3,70.2,96.6,1.0,1.9
P4868,3,81.7,82.6,71.1,4.0,1.9
P4868,4,86.6,80.3,77.4,3.3,3.0
P4868,5,90.0,78.2,82.2,3.2,4.0
P4868,6,83.5,76.8,78.9,2.3,4.2
P4868,7,92.5,77.3,72.3,4.0,3.2
P4868,8,100.0,71.2,82.6,5.5,3.1
P4868,9,79.6,76.4,83.0,4.8,4.3
P4868,10,82.2,74.8,77.1,3.4,2.0
P4868,11,92.8,71.9,94.4,6.1,5.9
P4868,12,89.1,55.1,67.6,1.4,5.9
P4869,1,91.4,77.9,70.1,5.0,2.4
P4869,2,91.5,94.0,85.4,1.0,1.0
P4869,3,95.4,70.3,89.8,6.3,3.0
P4869,4,87.3,100.0,97.6,2.9,1.0
P4869,5,92.5,100.0,78.0,4.5,1.0
P4869,6,98.4,97.0,84.1,4.7,3.5
P4869,7,96.0,100.0,89.9,4.3,1.0
P4869,8,87.0,84.3,78.8,3.0,3.8
P4869,9,83.7,90.9,84.1,2.8,3.2
P4869,10,97.8,100.0,81.3,4.3,2.1
P4869,11,96.8,89.3,89.6,4.7,6.2
P4869,12,98.7,98.6,81.5,3.6,1.0
P4870,1,97.0,93.0,86.6,1.6,1.5
P4870,2,81.5,76.9,84.4,1.4,3.7
P4870,3,98.7,83.8,92.7,3.6,3.3
P4870,4,84.7,94.3,78.2,4.9,2.7
P4870,5,84.4,83.1,91.6,3.5,2.2
P4870,6,90.4,84.5,87.9,3.9,3.2
P4870,7,98.6,87.3,75.3,2.0,4.2
P4870,8,88.7,100.0,86.2,1.0,1.0
P4870,9,96.0,91.5,84.6,2.8,2.6
P4870,10,93.7,86.6,85.0,2.9,3.9
P4870,11,82.3,100.0,100.0,4.3,1.3
P4870,12,92.6,88.4,90.8,1.0,3.8
P4871,1,89.7,72.7,77.8,4.8,4.8
P4871,2,90.2,73.3,64.1,1.0,3.7
P4871,3,89.4,74.3,100.0,2.4,3.7
P4871,4,93.3,62.2,88.0,3.2,4.6
P4871,5,88.7,69.5,60.3,4.7,2.2
P4871,6,84.5,62.3,88.2,4.0,5.3
P4871,7,91.4,95.0,68.5,2.1,1.6
P4871,8,84.7,84.1,64.3,1.0,4.5
P4871,9,99.4,69.4,82.1,5.1,3.8
P4871,10,77.9,89.7,82.9,3.6,4.2
P4871,11,84.2,84.7,72.2,6.5,2.8
P4871,12,85.5,73.4,76.6,1.9,4.1
P4872,1,93.6,85.2,71.4,3.4,3.3
P4872,2,89.5,87.2,86.5,6.1,3.1
P4872,3,93.8,89.3,77.1,4.2,3.7
P4872,4,87.3,97.7,82.6,3.1,1.5
P4872,5,88.4,94.4,69.8,1.1,2.1
P4872,6,83.8,93.1,83.9,2.3,2.8
P4872,7,91.9,98.8,74.4,4.0,2.3
P4872,8,84.5,80.3,89.7,5.0,4.0
P4872,9,83.3,91.0,91.3,3.4,3.0
P4872,10,93.8,82.3,68.3,6.2,2.6
P4872,11,97.2,95.4,69.4,5.8,1.8
P4872,12,87.8,81.1,80.4,4.0,3.5
P4873,1,88.9,82.8,81.2,4.2,1.6
P4873,2,100.0,94.6,71.9,4.5,1.0
P4873,3,96.9,100.0,79.7,5.8,4.4
P4873,4,100.0,92.7,60.5,4.2,1.7
P4873,5,89.0,100.0,100.0,1.7,2.0
P4873,6,90.1,81.2,64.7,4.0,4.9
P4873,7,86.9,83.1,61.5,7.0,2.0
P4873,8,80.9,100.0,74.5,1.6,1.0
P4873,9,89.1,85.0,76.6,1.8,3.3
P4873,10,77.4,98.3,88.8,4.4,1.0
P4873,11,86.3,83.1,77.2,3.9,4.7
P4873,12,94.8,97.0,70.7,1.0,1.0
P4874,1,81.6,100.0,86.1,1.0,3.5
P4874,2,99.4,88.3,82.2,2.1,4.3
P4874,3,83.5,100.0,73.7,3.7,1.8
P4874,4,81.1,89.1,71.7,2.6,3.0
P4874,5,98.7,100.0,80.3,6.4,1.1
P4874,6,96.3,100.0,75.3,3.3,1.0
P4874,7,82.1,100.0,68.7,1.2,1.4
P4874,8,84.2,100.0,71.6,5.1,2.3
P4874,9,91.7,89.2,66.7,1.0,1.7
P4874,10,88.3,100.0,100.0,4.1,1.7
P4874,11,87.7,100.0,68.6,4.5,2.3
P4874,12,87.7,83.7,75.2,3.3,3.8
P4875,1,82.1,100.0,82.4,3.3,1.0
P4875,2,86.2,94.9,100.0,3.9,2.2
P4875,3,89.2,95.0,69.5,2.7,3.7
P4875,4,88.8,100.0,79.4,2.5,2.9
P4875,5,91.5,91.2,83.9,7.1,4.3
P4875,6,90.8,97.9,84.8,3.3,1.1
P4875,7,92.2,84.6,97.4,3.2,5.3
P4875,8,94.5,100.0,94.2,2.7,1.8
P4875,9,82.7,100.0,71.2,6.1,1.3
P4875,10,84.3,97.8,72.5,5.3,1.4
P4875,11,89.2,93.6,84.5,3.6,1.0
P4875,12,87.7,96.0,92.8,4.1,2.6
P4876,1,91.9,100.0,50.8,2.5,1.0
P4876,2,88.5,100.0,86.3,3.1,1.1
P4876,3,81.3,100.0,78.7,1.2,1.9
P4876,4,88.7,99.1,72.4,5.2,1.9
P4876,5,86.9,100.0,73.9,2.8,2.0
P4876,6,93.1,100.0,76.0,3.0,1.3
P4876,7,85.7,84.2,80.5,1.0,1.0
P4876,8,95.5,100.0,61.5,4.6,1.2
P4876,9,81.3,98.2,82.7,1.9,1.5
P4876,10,94.5,96.2,86.9,1.7,2.1
P4876,11,83.3,96.5,75.6,5.3,2.8
