personnel_id,week,sleep_hours,fatigue_score,stress_score,mood_score,emotional_exhaustion
P4104,5,7.2,4.0,5.1,2.7,3.7
P4104,6,6.1,6.1,3.9,5.8,5.1
P4104,7,7.5,4.9,5.2,5.6,5.0
P4104,8,6.7,6.4,2.7,6.8,4.4
P4104,9,7.5,4.2,6.7,3.3,6.4
P4104,10,7.6,2.9,2.6,8.0,2.5
P4104,11,6.1,6.6,5.5,5.7,7.0
P4104,12,7.0,4.8,7.1,3.1,6.7
P4105,1,7.6,3.6,4.2,7.0,3.8
P4105,2,6.6,4.2,4.1,6.9,3.3
P4105,3,7.0,3.7,4.3,8.1,2.6
P4105,4,6.0,5.8,3.1,5.7,5.0
P4105,5,6.8,3.3,6.9,3.1,5.3
P4105,6,7.9,3.3,3.0,8.6,1.6
P4105,7,7.4,4.5,6.6,4.0,7.2
P4105,8,8.4,3.3,2.9,6.7,2.4
P4105,9,6.4,4.5,6.1,4.8,5.0
P4105,10,7.1,4.3,5.2,4.6,5.6
P4105,11,6.9,4.3,5.6,4.8,4.9
P4105,12,7.5,4.3,2.8,8.0,1.8
P4106,1,5.9,5.8,3.3,6.3,4.0
P4106,2,6.7,4.5,4.3,4.9,4.5
P4106,3,7.0,3.7,4.4,5.9,5.1
P4106,4,8.3,3.8,3.0,6.0,2.6
P4106,5,8.2,1.9,2.3,7.7,1.5
P4106,6,7.7,3.0,4.4,4.8,4.6
P4106,7,6.9,3.8,4.1,6.3,3.9
P4106,8,6.7,4.5,5.0,6.7,4.3
P4106,9,5.8,5.2,4.3,5.2,4.0
P4106,10,8.2,3.2,9.7,3.5,7.8
P4106,11,6.7,4.0,5.0,5.0,4.2
P4106,12,5.7,5.8,4.2,8.3,3.6
P4107,1,8.3,2.6,4.6,7.1,3.1
P4107,2,7.0,3.0,2.2,7.1,2.7
P4107,3,6.4,4.7,5.1,4.2,5.5
P4107,4,7.4,3.8,6.9,7.0,4.9
P4107,5,7.6,5.2,8.0,3.9,6.3
P4107,6,8.3,1.3,5.2,5.6,5.0
P4107,7,6.2,4.4,4.0,5.9,4.7
P4107,8,8.3,2.3,4.5,5.9,4.0
P4107,9,7.5,2.8,6.7,3.4,5.5
P4107,10,7.4,2.2,3.8,5.9,4.6
P4107,11,8.6,3.2,3.8,5.9,3.7
P4107,12,7.9,2.9,3.5,6.0,3.2
P4108,1,7.2,3.7,2.6,5.5,3.0
P4108,2,6.4,4.2,3.8,6.3,5.4
P4108,3,6.4,5.8,7.6,5.4,8.3
P4108,4,7.2,4.2,5.6,3.3,5.5
P4108,5,7.0,5.6,3.1,6.1,3.9
P4108,6,6.8,3.8,3.0,6.5,2.0
P4108,7,6.3,5.3,3.7,5.7,3.2
P4108,8,5.6,5.6,6.0,3.0,4.5
P4108,9,7.9,1.9,4.7,5.3,5.5
P4108,10,6.0,5.5,4.1,6.8,4.3
P4108,11,7.3,4.2,4.1,5.0,3.8
P4108,12,7.0,4.8,2.8,5.1,3.9
P4109,1,6.9,5.7,5.2,6.2,6.2
P4109,2,6.9,4.4,6.6,2.5,5.1
P4109,3,7.7,3.6,5.1,4.2,5.6
P4109,4,7.8,3.2,6.8,6.1,4.3
P4109,5,7.2,3.4,5.8,6.3,4.5
P4109,6,7.7,2.1,5.2,6.0,4.6
P4109,7,7.2,3.7,6.2,5.6,6.1
P4109,8,5.7,3.3,8.3,6.1,7.1
P4109,9,6.4,3.1,4.5,5.7,4.6
P4109,10,8.5,2.9,7.0,5.6,6.0
P4109,11,7.2,4.5,4.9,4.0,5.5
P4109,12,6.8,4.1,6.7,3.9,4.6
P4110,1,7.3,4.5,6.7,5.6,6.2
P4110,2,7.8,4.7,3.3,6.6,2.5
P4110,3,6.8,4.2,6.0,4.0,5.6
P4110,4,8.4,4.4,5.3,5.7,3.7
P4110,5,5.7,3.3,5.1,4.6,3.3
P4110,6,7.8,3.8,3.5,6.0,2.4
P4110,7,6.6,5.0,6.2,4.6,5.4
P4110,8,6.2,4.9,6.1,5.1,5.9
P4110,9,6.7,4.5,2.4,6.3,1.0
P4110,10,6.7,5.3,5.9,5.6,5.8
P4110,11,7.4,5.0,5.2,5.0,5.0
P4110,12,8.5,3.6,3.4,6.0,3.4
P4111,1,6.7,3.8,6.5,3.8,5.1
P4111,2,6.7,5.4,8.5,2.6,7.1
P4111,3,8.0,4.3,5.1,6.5,4.9
P4111,4,5.6,8.2,6.6,5.3,6.2
P4111,5,7.7,4.6,4.3,6.7,3.5
P4111,6,7.0,5.3,5.9,3.5,6.0
P4111,7,6.4,6.7,7.4,4.7,7.9
P4111,8,6.0,6.4,3.7,5.3,5.2
P4111,9,6.8,5.5,7.0,6.5,6.3
P4111,10,6.8,6.3,3.9,6.0,4.0
P4111,11,8.3,4.5,4.4,6.6,3.5
P4111,12,7.3,7.2,5.2,4.2,3.2
P4112,1,7.2,3.6,3.2,6.4,3.3
P4112,2,8.2,1.5,1.4,6.3,1.0
P4112,3,6.5,4.0,3.2,7.3,3.1
P4112,4,6.5,3.4,2.4,4.7,1.3
P4112,5,8.3,1.0,3.5,5.7,2.6
P4112,6,8.0,1.0,6.2,5.9,5.7
P4112,7,6.0,2.5,5.2,6.1,5.2
P4112,8,7.2,3.7,2.3,7.3,2.8
P4112,9,7.7,2.1,2.3,6.1,1.8
P4112,10,6.2,4.2,4.9,5.8,5.6
P4112,11,7.1,3.4,2.5,8.3,2.3
P4112,12,8.3,1.7,4.0,6.0,2.6
P4113,1,7.6,4.1,5.6,5.6,6.1
P4113,2,6.9,5.3,5.7,4.8,7.0
P4113,3,7.4,4.1,7.1,5.1,6.1
P4113,4,5.5,6.5,6.1,5.7,5.9
P4113,5,6.2,4.6,2.2,6.6,3.8
P4113,6,7.1,4.3,5.1,5.7,3.8
P4113,7,5.2,6.1,4.3,5.5,5.3
P4113,8,7.8,1.9,3.9,7.8,2.6
P4113,9,7.9,3.6,3.7,5.9,1.9
P4113,10,5.8,3.5,2.8,7.4,2.6
P4113,11,6.5,5.7,5.2,6.7,4.8
P4113,12,5.9,5.4,4.0,5.0,6.3
P4114,1,6.7,4.9,3.3,7.2,2.1
P4114,2,6.8,3.6,4.6,6.6,3.7
P4114,3,7.5,1.7,6.4,5.5,5.7
P4114,4,7.3,1.6,5.1,6.1,4.3
P4114,5,8.3,2.4,2.9,6.8,2.5
P4114,6,6.6,4.9,4.4,6.0,5.8
P4114,7,7.6,2.6,4.9,5.4,4.0
P4114,8,6.6,5.9,3.5,7.9,4.0
P4114,9,7.8,4.1,6.2,3.6,6.5
P4114,10,7.3,3.8,5.1,4.8,5.7
P4114,11,6.4,5.6,3.9,5.0,3.4
P4114,12,7.5,3.3,5.7,4.9,4.6
P4115,1,7.8,3.2,3.2,6.3,3.5
P4115,2,6.3,3.7,3.2,6.4,3.3
P4115,3,6.0,5.2,5.5,6.5,5.2
P4115,4,7.5,3.4,4.1,6.4,5.3
P4115,5,7.1,5.0,5.4,6.3,5.0
P4115,6,7.3,3.1,4.6,3.5,4.8
P4115,7,6.2,4.8,4.0,4.4,4.2
P4115,8,5.8,4.4,3.9,7.0,2.6
P4115,9,8.3,3.5,3.2,7.0,3.4
P4115,10,6.3,3.8,1.0,7.1,2.2
P4115,11,5.9,5.1,5.4,5.5,6.8
P4115,12,6.9,2.9,9.7,3.9,6.7
P4116,1,7.0,6.4,7.0,4.8,6.5
P4116,2,8.0,5.1,6.7,5.6,6.7
P4116,3,8.0,5.5,6.7,6.9,4.8
P4116,4,7.6,5.7,4.9,5.2,4.7
P4116,5,7.5,5.0,3.3,4.8,3.8
P4116,6,6.0,5.5,6.1,2.6,4.8
P4116,7,7.1,5.4,4.5,6.2,3.8
P4116,8,6.8,4.9,2.9,6.5,2.9
P4116,9,5.3,7.9,6.7,6.3,6.2
P4116,10,6.7,4.7,4.6,5.8,4.9
P4116,11,7.3,3.2,5.7,5.7,6.0
P4116,12,6.5,3.5,5.4,5.4,5.4
P4117,1,6.4,5.9,5.7,6.9,5.7
P4117,2,7.3,7.5,8.3,4.7,8.3
P4117,3,6.4,6.9,7.5,4.5,6.7
P4117,4,8.4,3.4,6.7,5.3,5.7
P4117,5,7.3,5.7,5.8,4.6,6.9
P4117,6,7.0,3.8,7.1,3.6,6.5
P4117,7,7.2,5.1,8.7,3.7,7.4
P4117,8,7.5,6.0,6.2,6.1,6.1
P4117,9,7.1,5.6,8.8,3.0,9.0
P4117,10,6.2,8.6,3.4,6.8,4.2
P4117,11,5.7,7.2,8.1,3.4,8.5
P4117,12,5.9,4.9,5.8,7.2,5.9
P4118,1,7.3,4.5,5.3,6.7,5.3
P4118,2,5.4,6.7,5.8,4.4,6.4
P4118,3,6.4,7.1,2.4,5.8,2.9
P4118,4,7.1,5.1,3.6,5.5,4.2
P4118,5,7.3,4.8,2.8,7.3,3.9
P4118,6,8.5,2.9,4.8,6.8,2.4
P4118,7,5.5,5.4,5.1,5.7,5.8
P4118,8,6.0,6.0,4.5,5.8,4.7
P4118,9,6.4,6.7,6.4,4.2,6.3
P4118,10,6.0,5.5,3.4,6.1,5.2
P4118,11,7.5,2.2,4.6,5.3,6.0
P4118,12,6.4,5.5,6.3,4.8,6.4
P4119,1,5.9,5.2,5.4,4.3,4.3
P4119,2,6.7,4.0,2.3,6.2,2.6
P4119,3,8.8,2.2,5.7,4.0,4.7
P4119,4,6.5,4.8,6.7,7.6,6.0
P4119,5,6.1,4.6,4.2,7.1,4.7
P4119,6,8.2,2.0,6.4,5.3,4.1
P4119,7,7.3,5.8,5.3,6.4,4.8
P4119,8,6.8,4.7,4.2,6.4,5.1
P4119,9,7.1,4.0,4.4,6.6,4.1
P4119,10,7.1,5.0,4.9,7.0,6.3
P4119,11,9.0,2.6,5.1,6.7,5.1
P4119,12,7.7,3.6,5.5,5.0,4.9
P4120,1,7.3,3.4,7.2,4.5,5.3
P4120,2,7.0,3.6,4.6,6.0,4.1
P4120,3,7.1,3.5,5.4,5.7,5.4
P4120,4,6.2,3.8,3.5,5.4,3.6
P4120,5,8.2,3.1,4.7,5.1,5.3
P4120,6,6.6,3.1,3.5,5.8,2.4
P4120,7,8.0,2.7,3.6,5.5,3.5
P4120,8,5.7,9.2,4.8,4.1,6.0
P4120,9,5.4,4.0,5.4,4.5,6.2
P4120,10,6.6,3.1,4.0,7.4,4.1
P4120,11,7.6,1.6,4.7,5.7,2.9
P4120,12,7.8,2.6,4.2,6.8,2.7
P4121,1,6.9,4.7,5.7,6.6,5.1
P4121,2,6.5,4.5,6.7,6.2,5.4
P4121,3,6.7,3.7,7.3,4.5,6.6
P4121,4,6.9,7.1,6.1,5.5,6.1
P4121,5,6.6,5.3,6.5,5.6,4.7
P4121,6,8.5,3.3,5.9,3.5,5.1
P4121,7,6.2,6.0,4.8,4.0,4.9
P4121,8,7.2,4.2,6.1,4.9,5.3
P4121,9,5.7,6.3,6.6,6.1,7.4
P4121,10,6.8,5.2,6.4,7.7,4.9
P4121,11,8.3,3.3,4.8,5.4,4.9
P4121,12,7.0,4.4,5.9,4.2,4.4
P4122,1,6.8,3.4,7.0,6.0,6.4
P4122,2,7.6,3.9,2.9,8.4,4.0
P4122,3,9.0,2.8,7.3,5.8,6.2
P4122,4,7.1,5.5,7.1,4.8,5.6
P4122,5,7.2,5.0,1.5,8.1,1.9
P4122,6,7.2,5.2,6.1,4.4,5.1
P4122,7,6.1,5.1,8.3,4.2,7.2
P4122,8,5.2,5.1,5.9,4.9,5.2
P4122,9,6.6,5.2,5.4,4.8,6.3
P4122,10,6.9,3.3,6.9,5.2,4.4
P4122,11,8.1,4.0,6.3,5.7,4.2
P4122,12,6.6,5.2,4.7,4.5,6.2
P4123,1,8.0,2.6,6.4,4.0,5.2
P4123,2,6.5,6.5,2.3,6.3,3.7
P4123,3,8.1,3.5,7.9,5.2,6.0
P4123,4,6.5,4.8,5.2,6.1,4.7
P4123,5,7.7,2.8,5.0,4.8,4.0
P4123,6,7.7,2.7,2.9,6.5,3.1
P4123,7,7.4,4.2,6.4,5.6,7.0
P4123,8,8.2,2.1,6.3,3.7,4.9
P4123,9,6.3,5.1,4.8,5.8,4.0
P4123,10,7.8,2.4,4.2,5.4,1.7
P4123,11,6.9,4.3,5.5,4.4,5.9
P4123,12,7.1,3.5,6.4,4.7,6.0
P4124,1,8.8,5.1,9.3,4.2,9.7
P4124,2,6.2,6.4,10.0,3.7,9.2
P4124,3,7.0,7.5,7.5,4.3,6.8
P4124,4,7.3,6.6,8.4,4.6,8.6
P4124,5,7.3,7.5,10.0,1.7,8.8
P4124,6,7.8,6.6,7.2,4.0,7.0
P4124,7,5.9,7.8,7.8,5.6,7.7
P4124,8,7.0,7.6,4.3,5.8,6.9
P4124,9,6.9,7.1,7.0,3.5,6.4
P4124,10,7.4,7.1,5.4,6.5,6.6
P4124,11,6.5,5.5,5.1,5.4,5.9
P4124,12,7.7,5.3,8.4,4.8,8.3
P4125,1,6.1,4.3,3.5,7.6,3.8
P4125,2,6.8,4.6,3.5,5.6,4.0
P4125,3,7.7,1.9,3.8,6.0,3.1
P4125,4,6.8,4.4,5.7,6.2,5.4
P4125,5,7.9,3.5,4.0,7.2,3.3
P4125,6,5.9,4.1,5.2,7.9,5.4
P4125,7,8.1,3.0,7.5,4.2,6.2
P4125,8,6.6,4.0,2.6,5.7,3.7
P4125,9,7.3,4.1,4.0,6.2,1.9
P4125,10,6.3,2.4,4.2,6.9,3.8
P4125,11,6.8,3.9,3.5,5.9,3.5
P4125,12,7.8,1.7,3.8,5.9,2.8
P4126,1,7.6,1.0,4.9,6.3,4.3
P4126,2,7.0,3.6,5.6,5.0,6.1
P4126,3,6.9,4.8,1.0,8.5,3.0
P4126,4,7.2,3.9,6.4,3.9,5.3
P4126,5,6.2,6.3,5.3,6.1,5.5
P4126,6,7.1,2.0,3.0,7.9,3.2
P4126,7,7.6,2.8,4.8,4.8,3.0
P4126,8,7.3,3.1,3.5,7.0,3.2
P4126,9,7.0,2.7,3.7,4.0,4.4
P4126,10,7.5,3.1,6.6,4.7,4.7
P4126,11,6.5,3.3,3.7,5.4,3.4
P4126,12,6.8,3.1,4.9,4.9,4.9
P4127,1,7.7,4.3,6.2,5.9,5.8
P4127,2,6.7,7.4,5.2,5.7,6.2
P4127,3,7.2,5.4,5.8,5.8,6.3
P4127,4,7.5,5.5,5.2,4.2,6.4
P4127,5,8.0,3.5,5.0,3.7,5.6
P4127,6,7.6,4.8,5.5,6.0,5.3
P4127,7,6.5,7.5,6.3,6.7,6.0
P4127,8,7.2,4.9,4.3,6.4,4.4
P4127,9,8.3,4.9,3.1,7.0,2.3
P4127,10,6.8,6.4,7.3,6.1,7.6
P4127,11,6.6,3.8,5.3,4.4,5.5
P4127,12,7.2,6.0,6.6,3.7,5.2
P4128,1,7.8,5.7,7.5,5.7,7.7
P4128,2,6.6,6.5,4.1,6.7,5.5
P4128,3,7.3,5.0,8.3,4.4,7.4
P4128,4,6.7,6.7,5.2,6.3,5.5
P4128,5,6.4,6.6,7.2,5.2,7.3
P4128,6,6.9,6.3,6.9,4.4,5.6
P4128,7,7.2,6.2,4.0,5.3,3.4
P4128,8,5.8,4.5,3.3,6.4,3.2
P4128,9,6.5,5.7,5.5,3.2,6.1
P4128,10,6.6,6.3,7.5,5.0,6.8
P4128,11,6.5,8.4,8.3,4.6,6.9
P4128,12,6.4,5.5,4.4,6.2,4.9
P4129,1,6.2,5.0,4.6,5.5,4.1
P4129,2,5.7,7.4,6.1,4.8,7.0
P4129,3,7.1,3.1,8.0,4.9,5.7
P4129,4,7.2,5.7,6.6,5.4,8.0
P4129,5,6.7,5.3,5.4,4.8,5.1
P4129,6,5.2,6.5,6.0,5.8,7.8
P4129,7,6.9,4.7,6.2,4.1,5.4
P4129,8,7.2,5.5,3.3,6.3,4.6
P4129,9,6.3,5.2,5.7,5.4,5.9
P4129,10,7.5,5.8,7.9,3.6,6.9
P4129,11,9.0,4.0,4.1,6.0,3.3
P4129,12,7.1,4.7,4.4,4.9,2.9
P4130,1,7.0,4.5,4.1,6.2,4.0
P4130,2,8.6,3.4,6.5,5.3,6.1
P4130,3,7.8,3.7,5.6,5.3,5.3
P4130,4,5.4,4.6,3.0,5.8,2.8
P4130,5,6.4,4.8,3.7,8.6,5.0
P4130,6,7.6,2.3,5.9,5.0,5.2
P4130,7,7.4,1.9,4.2,5.3,3.9
P4130,8,7.9,2.3,6.8,4.5,4.9
P4130,9,7.3,3.8,4.6,6.9,5.3
P4130,10,7.7,4.4,6.1,3.8,6.5
P4130,11,6.4,4.7,3.7,6.8,3.7
P4130,12,7.8,3.4,5.1,6.1,4.6
P4131,1,6.5,5.6,3.3,6.5,4.1
P4131,2,7.2,2.6,3.3,4.5,3.0
P4131,3,7.6,3.4,3.1,7.6,2.3
P4131,4,6.4,3.3,4.6,6.9,4.4
P4131,5,6.9,3.4,5.1,5.1,4.5
P4131,6,6.9,5.3,5.6,5.4,5.3
P4131,7,5.7,3.9,4.3,4.3,3.7
P4131,8,6.1,5.7,2.6,7.2,2.9
P4131,9,6.8,4.1,5.1,6.2,4.6
P4131,10,6.9,3.0,1.7,6.8,2.7
P4131,11,7.4,3.2,4.6,5.2,4.0
P4131,12,5.6,4.0,4.9,7.5,4.7
P4132,1,7.2,1.5,5.4,6.3,5.1
P4132,2,7.1,5.9,8.8,2.7,7.4
P4132,3,5.3,6.7,3.5,6.5,4.8
P4132,4,6.8,5.6,6.5,6.6,5.9
P4132,5,6.5,5.4,4.0,4.4,4.4
P4132,6,6.3,4.9,6.0,4.3,4.2
P4132,7,6.8,4.0,4.8,5.6,5.5
P4132,8,8.1,3.1,5.9,5.6,5.8
P4132,9,7.1,4.6,6.5,5.4,5.6
P4132,10,5.7,6.5,6.5,4.2,7.7
P4132,11,7.2,5.5,4.6,5.9,4.3
P4132,12,8.6,3.6,7.6,6.5,5.7
P4133,1,8.4,3.6,6.6,5.3,6.7
P4133,2,7.3,3.3,7.3,3.1,6.3
P4133,3,7.3,2.4,5.8,4.2,3.1
P4133,4,6.7,6.0,4.0,5.9,5.4
P4133,5,5.8,7.7,5.3,4.9,5.0
P4133,6,7.0,4.6,6.1,5.3,7.2
P4133,7,7.7,4.2,4.8,5.6,4.7
P4133,8,7.0,6.1,7.6,6.3,7.4
P4133,9,7.9,1.9,5.4,4.8,4.4
P4133,10,6.0,5.4,4.7,6.9,3.4
P4133,11,7.3,4.9,7.1,3.9,6.5
P4133,12,6.1,5.7,7.4,5.3,7.8
P4134,1,6.9,3.1,3.2,6.3,3.3
P4134,2,7.4,3.1,5.3,4.8,6.3
P4134,3,7.5,4.2,3.9,7.6,4.4
P4134,4,6.5,4.1,4.1,8.0,3.8
P4134,5,6.7,2.0,5.5,5.3,4.6
P4134,6,8.1,2.1,3.7,7.4,1.6
P4134,7,6.8,4.3,5.3,7.7,5.5
P4134,8,6.6,3.1,3.9,4.8,5.3
P4134,9,7.3,5.6,3.6,6.1,5.5
P4134,10,7.6,2.6,3.9,6.1,4.4
P4134,11,5.1,5.5,2.8,7.2,3.0
P4134,12,6.5,3.7,3.6,5.8,4.3
P4135,1,8.7,3.4,5.6,4.4,4.5
P4135,2,7.1,5.2,3.4,6.7,2.7
P4135,3,8.8,4.6,4.6,5.1,2.9
P4135,4,6.3,6.4,5.3,6.5,6.0
P4135,5,7.3,6.0,7.0,4.1,8.0
P4135,6,7.9,5.5,7.1,4.5,5.9
P4135,7,6.6,4.9,6.4,4.3,5.9
P4135,8,8.6,6.2,5.8,4.6,4.6
P4135,9,6.8,5.5,4.5,4.6,5.4
P4135,10,6.4,4.6,8.4,5.6,6.7
P4135,11,5.8,5.9,5.0,6.6,6.2
P4135,12,6.8,4.4,6.1,4.6,6.0
P4136,1,6.6,4.2,2.7,6.7,2.7
P4136,2,7.5,4.2,7.2,4.3,6.9
P4136,3,6.1,5.9,5.5,5.8,7.4
P4136,4,7.8,3.0,5.0,5.8,5.1
P4136,5,7.6,4.1,6.7,3.5,4.5
P4136,6,6.3,5.4,4.7,6.8,4.2
P4136,7,7.5,3.4,4.8,5.4,3.4
P4136,8,9.0,3.3,3.3,5.7,2.6
P4136,9,8.3,3.8,2.2,5.7,4.0
P4136,10,8.4,2.7,5.3,6.4,4.9
P4136,11,8.1,3.1,5.1,3.9,4.6
P4136,12,7.6,2.8,3.2,6.3,2.3
P4137,1,7.9,3.0,5.5,5.9,4.7
P4137,2,6.1,6.7,4.0,5.5,4.8
P4137,3,6.7,6.4,7.9,3.4,7.2
P4137,4,6.0,5.2,6.7,8.1,5.4
P4137,5,7.2,5.3,5.8,4.7,6.3
P4137,6,5.5,7.1,7.5,4.6,6.4
P4137,7,6.0,7.0,5.7,4.1,6.6
P4137,8,7.1,4.5,6.5,4.0,6.1
P4137,9,7.2,5.6,4.4,5.9,4.5
P4137,10,6.9,7.9,3.5,5.9,5.6
P4137,11,7.5,5.6,6.3,3.4,6.6
P4137,12,8.0,4.3,5.8,4.2,5.5
P4138,1,5.3,7.3,5.1,6.1,5.4
P4138,2,6.7,3.9,6.0,5.2,6.0
P4138,3,7.8,4.2,5.9,4.6,5.6
P4138,4,6.7,5.7,1.0,7.4,3.0
P4138,5,8.4,3.9,5.5,6.3,5.7
P4138,6,6.8,4.7,4.1,4.0,5.6
P4138,7,6.8,4.3,2.3,4.9,1.6
P4138,8,6.9,2.5,4.4,6.0,4.1
P4138,9,6.1,5.9,3.0,7.4,4.5
P4138,10,7.4,5.6,4.0,5.9,4.9
P4138,11,6.7,4.5,4.7,6.0,5.2
P4138,12,7.9,4.0,2.9,8.4,2.3
P4139,1,7.3,4.9,4.7,5.8,5.6
P4139,2,7.6,4.8,5.0,7.1,5.1
P4139,3,7.6,3.6,5.3,5.2,4.6
P4139,4,7.2,6.2,6.1,4.9,5.5
P4139,5,6.4,6.5,5.1,6.1,4.6
P4139,6,6.3,5.5,6.7,4.3,6.6
P4139,7,7.2,3.8,3.9,8.1,4.4
P4139,8,7.6,4.7,3.5,6.3,3.8
P4139,9,7.1,5.4,5.2,6.8,5.6
P4139,10,6.5,5.2,5.5,2.8,5.4
P4139,11,7.3,4.3,5.2,5.2,6.7
P4139,12,6.7,5.5,9.1,3.8,6.7
P4140,1,6.4,5.0,6.6,3.6,4.8
P4140,2,6.6,2.1,4.8,5.9,4.4
P4140,3,7.0,3.8,3.3,5.3,4.2
P4140,4,7.0,6.3,8.6,3.4,7.6
P4140,5,6.6,4.9,4.7,5.5,5.2
P4140,6,6.7,5.7,5.0,4.2,5.2
P4140,7,8.0,4.6,4.2,7.1,5.7
P4140,8,6.9,4.2,6.2,3.5,5.8
P4140,9,6.6,6.1,4.2,5.8,3.8
P4140,10,7.0,4.6,4.1,3.9,3.8
P4140,11,6.7,4.6,4.9,5.2,4.0
P4140,12,7.4,5.0,5.8,4.2,6.1
P4141,1,6.1,3.8,2.9,5.9,2.4
P4141,2,7.4,3.1,3.5,6.8,3.4
P4141,3,7.1,4.2,3.1,9.1,3.0
P4141,4,6.2,3.1,4.6,7.0,4.0
P4141,5,6.9,3.0,2.2,7.9,2.4
P4141,6,8.1,2.6,1.9,7.0,2.5
P4141,7,8.1,1.1,2.3,6.8,1.3
P4141,8,8.9,2.2,3.4,7.6,4.3
P4141,9,8.0,3.1,5.1,7.3,4.3
P4141,10,7.4,2.9,2.9,7.5,3.0
P4141,11,8.4,2.1,2.5,6.8,3.1
P4141,12,6.4,3.7,4.6,6.7,4.2
P4142,1,6.6,7.4,6.2,5.8,7.4
P4142,2,7.3,4.7,3.5,7.9,5.3
P4142,3,6.6,4.6,2.5,6.8,4.8
P4142,4,8.1,4.4,4.4,7.3,3.9
P4142,5,5.5,6.2,4.7,5.9,3.3
P4142,6,8.2,3.4,5.1,5.1,4.7
P4142,7,6.6,5.4,3.6,8.3,3.9
P4142,8,6.5,6.2,5.0,4.5,4.9
P4142,9,6.8,4.5,4.5,5.7,3.2
P4142,10,6.6,3.9,7.0,4.5,6.1
P4142,11,6.2,5.9,5.3,5.8,6.1
P4142,12,7.3,6.0,6.4,5.9,5.7
P4143,1,6.8,2.9,3.6,5.7,4.3
P4143,2,5.9,5.9,4.6,5.6,4.8
P4143,3,6.1,5.9,3.6,6.0,4.7
P4143,4,5.8,5.1,3.8,5.4,4.5
P4143,5,7.1,3.5,3.5,7.3,2.7
P4143,6,7.0,2.3,2.3,6.1,1.0
P4143,7,8.7,3.0,3.1,7.2,3.7
P4143,8,6.3,5.3,4.1,6.0,3.8
P4143,9,6.7,2.1,3.4,5.8,3.4
P4143,10,7.5,3.9,3.8,4.7,2.9
P4143,11,6.9,5.0,5.5,5.7,5.8
P4143,12,7.2,3.7,2.9,4.7,3.1
P4144,1,7.9,2.0,6.8,3.2,5.1
P4144,2,6.3,5.5,4.8,6.5,5.1
P4144,3,8.6,1.1,2.9,8.4,2.2
P4144,4,7.3,3.1,2.7,6.8,2.6
P4144,5,8.2,2.1,4.5,6.0,3.7
P4144,6,6.1,6.2,3.9,6.9,5.8
P4144,7,7.3,2.9,4.5,5.9,4.2
P4144,8,6.3,4.5,4.1,4.3,3.0
P4144,9,6.5,5.8,3.0,7.6,4.4
P4144,10,7.2,3.1,4.4,5.5,4.6
P4144,11,6.8,3.7,7.0,4.1,5.2
P4144,12,6.0,4.4,5.3,7.9,5.5
P4145,1,7.8,5.0,10.0,5.1,8.3
P4145,2,7.2,4.9,7.6,5.3,6.2
P4145,3,6.3,5.9,5.9,5.5,6.2
P4145,4,7.0,4.1,3.2,5.5,3.6
P4145,5,6.7,5.2,6.5,5.3,5.5
P4145,6,6.2,5.3,6.8,5.0,6.4
P4145,7,6.7,6.7,5.2,5.9,5.9
P4145,8,6.7,6.5,5.5,4.7,5.7
P4145,9,6.8,5.4,7.0,5.8,7.3
P4145,10,6.9,6.3,7.3,4.9,8.1
P4145,11,5.9,6.7,5.7,4.1,5.5
P4145,12,6.0,5.8,4.9,4.6,4.5
P4146,1,7.9,3.7,7.9,6.0,6.2
P4146,2,7.0,5.0,7.4,6.1,6.8
P4146,3,7.5,4.5,7.3,3.3,7.4
P4146,4,7.2,5.1,4.0,4.9,4.5
P4146,5,5.9,5.4,5.1,7.4,5.6
P4146,6,6.7,4.8,5.9,6.4,7.2
P4146,7,7.1,3.5,4.8,5.1,4.9
P4146,8,6.3,4.2,6.3,4.1,4.3
P4146,9,7.6,3.9,6.2,4.7,6.4
P4146,10,6.4,5.3,3.2,5.2,4.5
P4146,11,6.6,5.2,5.0,5.9,4.4
P4146,12,7.5,3.9,6.7,2.8,6.1
P4147,1,6.8,2.9,3.4,8.6,2.4
P4147,2,5.3,5.0,5.9,4.9,4.0
P4147,3,6.5,3.3,3.5,5.8,3.8
P4147,4,9.0,1.0,6.3,4.3,4.9
P4147,5,5.2,5.2,4.6,6.5,3.9
P4147,6,6.7,2.4,4.0,6.5,4.0
P4147,7,6.3,2.2,2.7,5.0,2.8
P4147,8,8.0,2.8,4.1,5.0,3.9
P4147,9,7.2,3.8,3.4,7.2,4.0
P4147,10,7.7,1.0,2.0,9.0,1.7
P4147,11,7.5,3.1,5.4,4.0,4.8
P4147,12,5.6,5.0,2.8,8.5,3.7
P4148,1,6.5,5.0,6.3,6.7,4.5
P4148,2,6.5,5.4,6.9,6.2,6.2
P4148,3,8.3,3.4,4.8,6.1,3.6
P4148,4,6.2,6.7,5.6,5.3,5.7
P4148,5,5.3,3.3,5.3,5.1,4.3
P4148,6,7.5,4.6,7.2,4.0,6.0
P4148,7,7.6,2.2,4.5,6.0,5.0
P4148,8,6.6,4.6,3.3,7.5,3.7
P4148,9,5.8,4.4,3.9,7.0,3.9
P4148,10,6.6,5.1,5.3,5.6,4.8
P4148,11,8.2,2.8,5.7,6.5,4.2
P4148,12,7.5,3.0,5.9,5.5,6.0
