personnel_id,deployment_days,deployment_frequency,operational_exposure
P4189,2,2,3
P4190,97,3,9
P4191,13,3,3
P4192,22,2,1
P4193,54,3,7
P4194,86,3,2
P4195,101,2,4
P4196,18,3,7
P4197,70,1,7
P4198,10,5,8
P4199,89,2,8
P4200,54,5,10
P4201,55,4,4
P4202,73,1,6
P4203,44,3,10
P4204,86,0,3
P4205,42,3,8
P4206,90,2,4
P4207,29,3,1
P4208,58,1,3
P4209,60,5,4
P4210,113,2,3
P4211,47,2,6
P4212,29,4,5
P4213,55,1,2
P4214,13,1,8
P4215,99,2,5
P4216,55,4,6
P4217,17,1,5
P4218,56,3,10
P4219,63,0,5
P4220,105,3,7
P4221,7,0,10
P4222,112,3,9
P4223,37,2,5
P4224,44,2,3
P4225,43,2,9
P4226,57,5,8
P4227,39,0,1
P4228,63,1,10
P4229,42,1,8
P4230,87,0,3
P4231,65,4,4
P4232,27,1,5
P4233,4,0,9
P4234,46,1,8
P4235,90,1,4
P4236,80,2,9
P4237,36,1,8
P4238,49,1,3
P4239,68,1,6
P4240,93,2,1
P4241,80,1,3
P4242,26,2,8
P4243,92,0,2
P4244,90,3,4
P4245,67,0,5
P4246,100,0,5
P4247,4,1,8
P4248,115,0,5
P4249,100,0,5
P4250,72,4,1
P4251,113,1,6
P4252,6,2,10
P4253,104,6,9
P4254,63,5,6
P4255,102,2,6
P4256,44,2,2
P4257,19,2,9
P4258,43,2,6
P4259,32,1,4
P4260,84,0,1
P4261,112,2,3
P4262,48,1,2
P4263,102,1,9
P4264,105,2,2
P4265,26,1,10
P4266,63,1,10
P4267,58,4,6
P4268,51,3,4
P4269,45,4,2
P4270,54,5,7
P4271,7,5,8
P4272,36,4,6
P4273,83,5,8
P4274,108,2,1
P4275,19,1,10
P4276,71,3,7
P4277,39,2,9
P4278,52,1,8
P4279,86,0,2
P4280,110,5,10
P4281,62,2,9
P4282,20,6,10
P4283,0,1,9
P4284,82,2,4
P4285,11,3,4
P4286,32,4,8
P4287,46,0,4
P4288,14,1,1
P4289,41,2,2
P4290,24,3,9
P4291,27,1,10
P4292,81,2,9
P4293,8,1,3
P4294,77,2,8
P4295,12,5,6
P4296,45,1,2
P4297,47,4,5
P4298,54,3,4
P4299,99,2,6
P4300,14,1,1
P4301,63,2,9
P4302,48,3,7
P4303,9,2,5
P4304,111,1,1
P4305,117,3,2
P4306,94,3,3
P4307,56,0,2
P4308,97,0,3
P4309,20,1,1
P4310,28,4,2
P4311,0,0,6
P4312,120,2,10
P4313,75,1,6
P4314,115,3,6
P4315,28,3,7
P4316,83,0,9
P4317,78,0,9
P4318,24,4,8
P4319,94,4,9
P4320,52,2,6
P4321,56,2,3
P4322,58,0,5
P4323,65,8,3
P4324,55,2,8
P4325,27,0,3
P4326,61,1,4
P4327,85,3,5
P4328,4,0,10
P4329,114,1,4
P4330,91,5,4
P4331,33,1,9
P4332,101,3,6
P4333,93,2,7
P4334,115,1,4
P4335,98,2,7
P4336,11,0,8
P4337,73,1,6
P4338,90,1,5
P4339,15,2,1
P4340,21,2,5
P4341,72,2,4
P4342,96,2,3
P4343,87,1,1
P4344,88,2,8
P4345,24,1,10
P4346,75,2,9
P4347,111,2,7
P4348,21,1,4
P4349,58,3,2
P4350,90,1,9
P4351,51,2,9
P4352,60,1,1
P4353,29,1,6
P4354,109,3,1
P4355,104,0,6
P4356,8,0,8
P4357,49,1,8
P4358,45,4,8
P4359,25,2,1
P4360,44,2,3
P4361,71,2,7
P4362,71,2,8
P4363,110,3,6
P4364,58,4,2
P4365,3,3,10
P4366,31,0,10
P4367,3,3,3
P4368,22,2,6
P4369,33,0,1
P4370,59,2,6
P4371,75,2,9
P4372,48,3,7
P4373,47,1,4
P4374,72,1,2
P4375,96,2,9
P4376,19,3,1
P4377,68,0,1
P4378,13,2,9
P4379,35,5,7
P4380,5,3,8
P4381,24,1,9
P4382,23,2,7
P4383,60,3,10
P4384,45,1,6
P4385,55,1,1
P4386,99,4,9
P4387,32,2,5
P4388,59,3,9
P4389,44,2,9
P4390,77,1,7
P4391,40,1,2
P4392,75,1,6
P4393,81,1,1
P4394,54,1,2
P4395,95,0,1
P4396,37,3,4
P4397,120,2,5
P4398,110,1,7
P4399,51,2,8
P4400,89,0,4
P4401,97,2,7
P4402,57,2,5
P4403,98,0,5
P4404,40,0,7
P4405,67,4,5
P4406,47,4,8
P4407,51,2,5
P4408,11,2,2
P4409,116,4,8
P4410,74,4,10
P4411,63,5,4
P4412,24,1,5
P4413,75,3,1
P4414,70,0,2
P4415,95,6,6
P4416,56,2,6
P4417,37,1,7
P4418,98,2,6
P4419,7,1,7
P4420,76,2,10
P4421,101,2,4
P4422,3,4,3
P4423,1,3,6
P4424,20,3,4
P4425,95,4,9
P4426,34,1,3
P4427,17,1,8
P4428,38,2,3
P4429,89,0,2
P4430,110,2,7
P4431,3,4,4
P4432,15,3,2
P4433,119,3,9
P4434,38,1,10
P4435,76,3,2
P4436,5,1,9
P4437,39,2,2
P4438,7,5,9
P4439,28,1,7
P4440,51,1,10
P4441,118,1,10
P4442,75,0,6
P4443,0,3,3
P4444,5,0,4
P4445,20,4,10
P4446,80,2,7
P4447,55,2,8
P4448,78,3,9
P4449,12,3,5
P4450,105,6,5
P4451,1,2,7
P4452,91,3,5
P4453,36,2,9
P4454,45,0,4
P4455,67,1,7
P4456,43,2,10
P4457,91,0,3
P4458,99,2,10
P4459,29,1,8
P4460,120,1,6
P4461,16,1,7
P4462,91,1,7
P4463,82,1,2
P4464,49,2,7
P4465,18,0,10
P4466,13,3,7
P4467,31,0,5
P4468,90,4,4
P4469,9,3,1
P4470,64,1,8
P4471,71,2,9
P4472,43,3,9
P4473,9,3,4
P4474,17,3,4
P4475,120,2,3
P4476,95,2,8
P4477,95,1,7
P4478,61,3,3
P4479,86,2,7
P4480,84,1,10
P4481,16,2,6
P4482,62,1,3
P4483,18,2,1
P4484,4,0,5
P4485,92,0,8
P4486,102,2,6
P4487,34,1,8
P4488,99,5,5
P4489,39,3,3
P4490,27,2,3
P4491,40,0,1
P4492,29,3,4
P4493,67,1,4
P4494,43,5,4
P4495,3,1,5
P4496,99,1,6
P4497,25,4,7
P4498,66,2,6
P4499,19,0,4
P4500,117,1,2
P4501,53,3,5
P4502,108,3,6
P4503,3,5,2
P4504,100,3,5
P4505,75,3,1
P4506,97,2,9
P4507,14,3,7
P4508,38,2,3
P4509,82,4,4
P4510,27,2,5
P4511,90,1,10
P4512,49,1,6
P4513,66,3,1
P4514,53,2,4
P4515,18,1,5
P4516,23,4,3
P4517,74,1,5
P4518,27,3,9
P4519,34,1,4
P4520,91,1,4
P4521,0,2,4
P4522,98,0,5
P4523,84,1,9
P4524,86,3,10
P4525,4,2,9
P4526,2,2,7
P4527,12,2,1
P4528,64,2,1
P4529,83,2,8
P4530,42,4,6
P4531,66,3,3
P4532,63,2,7
P4533,90,1,9
P4534,41,7,8
P4535,12,0,8
P4536,25,1,9
P4537,87,2,6
P4538,20,2,3
P4539,26,1,10
P4540,66,4,1
P4541,50,1,4
P4542,61,1,4
P4543,33,3,9
P4544,13,1,10
P4545,13,2,1
P4546,112,0,5
P4547,88,3,2
P4548,93,1,3
P4549,105,2,1
P4550,118,2,2
P4551,61,0,3
P4552,82,2,7
P4553,77,0,1
P4554,1,1,10
P4555,46,2,9
P4556,9,2,9
P4557,10,2,9
P4558,66,1,4
P4559,48,3,2
P4560,53,3,4
P4561,96,6,7
P4562,24,0,4
P4563,70,2,5
P4564,51,3,1
P4565,4,0,9
P4566,31,3,5
P4567,71,2,5
P4568,9,1,5
P4569,42,1,3
P4570,20,3,4
P4571,5,1,2
P4572,87,5,7
P4573,107,0,4
P4574,72,2,6
P4575,28,2,10
P4576,12,3,4
P4577,97,1,3
P4578,66,4,7
P4579,46,2,1
P4580,86,3,1
P4581,43,0,9
P4582,107,0,2
P4583,81,1,4
P4584,70,1,5
P4585,118,0,9
P4586,48,1,6
P4587,33,2,3
P4588,61,2,1
P4589,55,1,5
P4590,53,3,5
P4591,80,5,7
P4592,41,3,3
P4593,52,2,3
P4594,35,0,8
P4595,112,3,4
P4596,79,4,3
P4597,18,1,3
P4598,7,3,3
P4599,7,3,4
P4600,34,3,3
P4601,66,5,7
P4602,54,1,2
P4603,113,1,3
P4604,25,3,9
P4605,91,3,9
P4606,47,6,5
P4607,89,2,2
P4608,3,3,1
P4609,33,3,8
P4610,45,1,10
P4611,26,2,7
P4612,70,2,8
P4613,60,2,2
P4614,20,0,10
P4615,57,6,2
P4616,40,1,6
P4617,115,0,7
P4618,103,2,9
P4619,27,1,2
P4620,18,3,2
P4621,40,3,1
P4622,96,1,3
P4623,29,2,4
P4624,26,2,2
P4625,27,2,7
P4626,29,1,6
P4627,59,4,5
P4628,118,2,6
P4629,37,0,4
P4630,93,2,4
P4631,85,1,3
P4632,43,5,3
P4633,2,2,8
P4634,80,3,4
P4635,101,3,7
P4636,84,3,3
P4637,108,0,6
P4638,51,1,3
P4639,10,3,1
P4640,47,0,7
P4641,85,3,2
P4642,107,2,2
P4643,7,1,8
P4644,41,2,6
P4645,54,5,4
P4646,2,1,3
P4647,62,2,8
P4648,98,4,8
P4649,83,3,3
P4650,43,2,7
P4651,35,1,8
P4652,120,4,6
P4653,101,1,7
P4654,113,1,7
P4655,95,2,7
P4656,42,0,4
P4657,6,2,7
P4658,41,2,9
P4659,31,4,5
P4660,6,3,5
P4661,17,1,3
P4662,0,2,8
P4663,77,2,9
P4664,6,1,2
P4665,13,0,2
P4666,9,1,1
P4667,54,1,1
P4668,2,4,4
P4669,31,1,2
P4670,4,2,2
P4671,85,3,3
P4672,82,1,9
P4673,92,1,6
P4674,64,2,2
P4675,16,0,3
P4676,54,2,9
P4677,56,1,7
P4678,37,1,6
P4679,92,0,9
P4680,13,1,10
P4681,74,1,2
P4682,45,3,6
P4683,57,3,8
P4684,113,2,2
P4685,67,1,7
P4686,61,3,6
P4687,86,2,3
P4688,107,1,9
P4689,96,2,3
P4690,48,5,2
P4691,80,0,7
P4692,92,3,8
P4693,94,2,10
P4694,16,2,9
P4695,24,2,10
P4696,97,1,5
P4697,0,1,3
P4698,74,3,1
P4699,64,0,7
P4700,115,4,9
P4701,61,3,4
P4702,49,0,8
P4703,77,2,3
P4704,111,1,8
P4705,86,2,8
P4706,4,2,8
P4707,71,1,7
P4708,37,1,5
P4709,5,2,9
P4710,91,0,3
P4711,56,1,3
P4712,96,0,3
P4713,35,2,6
P4714,26,3,6
P4715,86,3,10
P4716,81,0,6
P4717,62,0,2
P4718,84,0,9
P4719,25,1,1
P4720,2,3,4
P4721,23,2,2
P4722,82,1,5
P4723,15,5,7
P4724,12,2,5
P4725,17,1,5
P4726,53,1,1
P4727,68,3,6
P4728,97,1,2
P4729,45,2,1
P4730,72,3,6
P4731,56,4,4
P4732,55,4,2
P4733,108,1,5
P4734,2,4,1
P4735,29,2,10
P4736,56,0,10
P4737,106,1,2
P4738,59,0,8
P4739,11,1,4
P4740,6,6,1
P4741,40,2,8
P4742,90,0,10
P4743,75,1,2
P4744,5,2,7
P4745,5,0,5
P4746,0,5,5
P4747,87,2,7
P4748,31,0,5
P4749,19,4,10
P4750,78,1,10
P4751,106,1,1
P4752,62,0,7
P4753,56,2,4
P4754,114,1,3
P4755,82,1,3
P4756,96,1,3
P4757,35,4,5
P4758,60,2,9
P4759,50,1,7
P4760,62,1,6
P4761,62,3,6
P4762,61,3,9
P4763,20,6,6
P4764,37,1,1
P4765,73,2,5
P4766,79,4,1
P4767,107,1,6
P4768,78,0,9
P4769,63,1,7
P4770,73,2,8
P4771,43,3,5
P4772,72,5,5
P4773,102,2,9
P4774,77,3,1
P4775,107,5,4
P4776,101,4,5
P4777,34,1,2
P4778,101,5,10
P4779,0,5,1
P4780,105,3,7
P4781,94,3,4
P4782,55,0,8
P4783,79,2,3
P4784,25,1,2
P4785,101,4,7
P4786,11,1,6
P4787,36,1,3
P4788,68,4,10
P4789,58,1,10
P4790,26,3,1
P4791,48,3,9
P4792,119,3,3
P4793,116,2,7
P4794,24,0,7
P4795,58,2,7
P4796,65,1,6
P4797,1,3,2
P4798,28,1,7
P4799,119,1,1
P4800,18,4,10
P4801,65,1,4
P4802,22,2,8
P4803,92,2,2
P4804,28,2,9
P4805,19,3,10
P4806,16,2,6
P4807,27,3,2
P4808,96,1,10
P4809,104,0,7
P4810,120,1,8
P4811,66,2,4
P4812,52,1,7
P4813,74,3,4
P4814,44,4,9
P4815,111,0,2
P4816,80,5,8
P4817,58,1,3
P4818,102,2,4
P4819,81,1,9
P4820,64,3,8
P4821,37,3,7
P4822,49,4,6
P4823,33,0,10
P4824,93,1,7
P4825,88,5,3
P4826,1,2,7
P4827,3,2,7
P4828,76,1,10
P4829,118,1,7
P4830,110,1,7
P4831,74,3,2
P4832,19,2,1
P4833,70,1,8
P4834,36,3,10
P4835,64,2,1
P4836,115,4,10
P4837,54,4,8
P4838,1,3,8
P4839,67,2,2
P4840,54,2,10
P4841,77,2,1
P4842,56,1,8
P4843,100,3,4
P4844,44,3,4
P4845,8,0,5
P4846,5,2,10
P4847,44,1,6
P4848,31,1,5
P4849,30,2,6
P4850,25,0,5
P4851,9,3,5
P4852,106,2,8
P4853,103,2,4
P4854,75,1,10
P4855,15,2,6
P4856,116,3,7
P4857,8,0,9
P4858,88,1,1
P4859,114,0,6
P4860,7,2,10
P4861,48,0,8
P4862,29,0,3
P4863,109,2,4
P4864,49,0,7
P4865,116,2,1
P4866,108,0,5
P4867,36,7,5
P4868,100,2,10
P4869,69,0,9
P4870,34,4,8
P4871,43,2,2
P4872,64,1,2
P4873,85,1,9
P4874,49,0,10
P4875,80,1,9
P4876,34,3,9
P4877,87,0,3
P4878,58,4,2
P4879,11,0,10
P4880,115,3,2
P4881,44,3,5
P4882,74,1,10
P4883,102,3,6
P4884,93,1,7
P4885,25,1,3
P4886,69,1,4
P4887,93,2,3
P4888,1,2,3
P4889,119,2,1
P4890,80,2,6
P4891,57,0,4
P4892,39,4,8
P4893,29,1,10
P4894,92,2,9
P4895,113,0,7
P4896,32,3,10
P4897,108,0,1
P4898,57,0,7
P4899,6,4,6
P4900,104,5,2
P4901,10,1,4
P4902,4,2,9
P4903,105,0,9
P4904,97,3,3
P4905,45,1,7
P4906,39,0,7
P4907,88,0,2
P4908,57,1,10
P4909,58,2,1
P4910,96,1,6
P4911,33,3,7
P4912,64,1,10
P4913,10,1,8
P4914,24,0,5
P4915,108,2,4
P4916,55,1,6
P4917,46,2,10
P4918,74,2,2
P4919,99,1,2
P4920,37,1,8
P4921,92,1,10
P4922,61,3,6
P4923,3,2,9
P4924,94,3,3
P4925,109,3,3
P4926,110,3,4
P4927,6,3,1
P4928,76,1,9
P4929,55,3,6
P4930,113,1,1
P4931,80,2,7
P4932,12,2,9
P4933,110,0,2
P4934,67,2,7
P4935,57,0,9
P4936,84,2,6
P4937,47,0,8
P4938,31,1,9
P4939,67,1,7
P4940,82,2,8
P4941,41,1,2
P4942,11,3,1
P4943,115,3,9
P4944,105,0,5
P4945,100,2,2
P4946,120,2,2
P4947,66,3,1
P4948,59,3,2
P4949,110,2,10
P4950,84,1,2
P4951,23,2,7
P4952,3,0,8
P4953,71,4,3
P4954,73,1,2
P4955,21,5,8
P4956,43,1,9
P4957,96,1,10
P4958,90,2,3
P4959,61,0,6
P4960,57,1,10
P4961,80,1,3
P4962,79,1,7
P4963,120,5,6
P4964,32,0,3
P4965,17,2,5
P4966,11,3,2
P4967,90,1,7
P4968,81,3,5
P4969,66,1,10
P4970,116,2,7
P4971,15,1,3
P4972,52,1,5
P4973,20,1,2
P4974,47,5,3
P4975,108,1,2
P4976,39,3,1
P4977,56,3,3
P4978,40,3,4
P4979,27,2,10
P4980,14,1,6
P4981,59,1,1
P4982,75,2,1
P4983,52,4,1
P4984,51,5,4
P4985,53,3,9
P4986,65,2,6
P4987,99,2,5
P4988,74,3,2
P4989,93,1,2
P4990,35,5,3
P4991,86,1,9
P4992,1,0,8
P4993,7,3,7
P4994,56,1,4
P4995,27,3,6
P4996,26,1,8
P4997,34,4,8
P4998,113,1,1
P4999,79,2,3
P5000,21,2,6
