personnel_id,age,service_years,rank_level,transfer_frequency,training_hours
P2227,35,2,Junior,1,15.9
P2228,23,2,Junior,0,4.4
P2229,33,6,Intermediate,1,13.5
P2230,50,24,Senior,2,8.8
P2231,43,1,Junior,0,10.5
P2232,46,5,Junior,2,13.9
P2233,40,9,Junior,1,10.5
P2234,32,4,Junior,1,12.5
P2235,33,10,Senior,1,12.9
P2236,27,6,Intermediate,2,13.7
P2237,34,2,Junior,2,9.5
P2238,21,1,Intermediate,2,4.9
P2239,37,8,Intermediate,0,11.1
P2240,24,1,Junior,2,10.3
P2241,26,5,Junior,1,9.4
P2242,28,7,Intermediate,2,9.1
P2243,21,1,Intermediate,0,15.4
P2244,32,9,Senior,1,19.8
P2245,43,20,Intermediate,1,15.1
P2246,28,6,Senior,0,3.6
P2247,41,20,Junior,0,10.4
P2248,29,3,Senior,1,10.4
P2249,23,2,Intermediate,1,15.5
P2250,50,22,Junior,1,11.9
P2251,49,21,Senior,0,0.0
P2252,32,8,Junior,0,9.4
P2253,50,15,Junior,3,17.2
P2254,46,8,Intermediate,2,6.7
P2255,36,15,Junior,1,9.4
P2256,39,18,Intermediate,0,8.9
P2257,21,1,Senior,2,15.8
P2258,33,9,Junior,3,10.0
P2259,21,1,Junior,1,12.2
P2260,21,1,Junior,2,5.6
P2261,22,1,Intermediate,1,16.1
P2262,29,4,Intermediate,0,9.2
P2263,28,4,Junior,1,13.1
P2264,41,5,Junior,1,8.0
P2265,36,9,Intermediate,0,10.9
P2266,36,15,Junior,1,17.3
P2267,26,2,Intermediate,0,8.8
P2268,40,16,Junior,4,16.3
P2269,49,12,Intermediate,0,3.8
P2270,49,17,Intermediate,1,10.8
P2271,24,3,Junior,0,8.9
P2272,32,2,Junior,0,11.4
P2273,22,1,Intermediate,1,9.8
P2274,45,24,Intermediate,2,11.5
P2275,21,1,Intermediate,2,9.5
P2276,45,15,Junior,1,7.3
P2277,28,2,Junior,0,10.1
P2278,33,1,Intermediate,0,5.6
P2279,48,1,Intermediate,0,5.4
P2280,24,3,Intermediate,2,0.6
P2281,24,2,Junior,5,8.6
P2282,46,22,Junior,0,15.7
P2283,32,4,Intermediate,0,11.6
P2284,29,3,Intermediate,1,8.7
P2285,42,8,Junior,2,10.3
P2286,44,23,Intermediate,2,9.4
P2287,44,20,Intermediate,0,12.9
P2288,45,20,Intermediate,2,10.8
P2289,50,7,Junior,3,3.4
P2290,50,19,Junior,1,9.2
P2291,47,21,Junior,2,11.3
P2292,21,1,Junior,2,13.6
P2293,33,2,Intermediate,1,7.1
P2294,25,1,Junior,1,5.4
P2295,24,1,Junior,2,11.3
P2296,42,6,Junior,0,13.0
P2297,49,5,Intermediate,2,8.4
P2298,49,20,Intermediate,1,7.1
P2299,29,5,Senior,2,12.6
P2300,48,14,Intermediate,1,11.2
P2301,35,6,Junior,2,11.0
P2302,29,3,Junior,1,6.1
P2303,41,19,Intermediate,3,6.7
P2304,44,3,Senior,3,7.3
P2305,46,18,Junior,0,7.7
P2306,43,1,Junior,1,17.2
P2307,24,2,Junior,1,8.8
P2308,50,8,Intermediate,2,8.7
P2309,21,1,Junior,0,15.5
P2310,46,9,Senior,0,13.1
P2311,30,4,Junior,0,10.6
P2312,26,3,Intermediate,0,13.3
P2313,33,4,Intermediate,1,13.4
P2314,27,5,Intermediate,1,12.4
P2315,28,5,Junior,0,7.7
P2316,33,8,Intermediate,0,11.0
P2317,43,21,Intermediate,0,13.1
P2318,33,10,Junior,1,6.5
P2319,27,5,Intermediate,1,12.0
P2320,30,8,Junior,0,12.6
P2321,26,1,Junior,0,6.7
P2322,34,8,Intermediate,0,14.1
P2323,49,3,Intermediate,1,13.3
P2324,47,22,Intermediate,0,10.2
P2325,32,3,Junior,3,7.6
P2326,28,2,Junior,1,8.3
P2327,30,8,Junior,0,12.7
P2328,23,2,Junior,1,13.2
P2329,35,14,Intermediate,1,10.2
P2330,46,12,Intermediate,0,7.3
P2331,24,1,Intermediate,3,5.9
P2332,23,1,Intermediate,0,7.2
P2333,39,2,Intermediate,0,13.0
P2334,31,8,Junior,2,10.6
P2335,34,10,Intermediate,0,10.2
P2336,21,1,Junior,0,9.7
P2337,25,4,Intermediate,1,7.4
P2338,49,4,Intermediate,1,5.7
P2339,48,20,Intermediate,2,15.4
P2340,47,3,Junior,1,6.5
P2341,38,10,Senior,1,12.7
P2342,40,4,Junior,1,11.2
P2343,34,11,Intermediate,0,6.6
P2344,41,5,Intermediate,0,7.8
P2345,42,1,Junior,1,8.3
P2346,37,13,Intermediate,1,3.8
P2347,47,24,Senior,0,16.6
P2348,33,2,Junior,1,9.3
P2349,23,2,Junior,2,17.2
P2350,36,1,Junior,2,4.6
P2351,42,18,Intermediate,1,5.4
P2352,40,3,Junior,2,17.6
P2353,50,10,Junior,4,9.7
P2354,32,1,Intermediate,1,5.2
P2355,31,6,Junior,2,7.4
P2356,44,21,Intermediate,0,5.5
P2357,44,20,Junior,2,7.3
P2358,45,1,Junior,2,9.5
P2359,40,12,Intermediate,0,10.1
P2360,34,9,Intermediate,1,2.4
P2361,30,9,Junior,3,6.7
P2362,38,1,Senior,1,8.9
P2363,25,3,Junior,0,15.8
P2364,45,8,Senior,3,17.5
P2365,50,26,Intermediate,1,10.0
P2366,35,13,Junior,2,7.2
P2367,40,14,Junior,1,9.1
P2368,43,18,Junior,0,15.6
P2369,44,5,Junior,0,6.0
P2370,35,12,Junior,1,6.1
P2371,29,3,Intermediate,0,14.6
P2372,41,12,Junior,1,9.3
P2373,44,17,Senior,0,8.3
P2374,23,2,Intermediate,0,4.0
P2375,21,1,Junior,1,15.6
P2376,42,1,Intermediate,0,13.4
P2377,37,14,Senior,0,9.6
P2378,50,25,Junior,0,7.1
P2379,22,1,Junior,1,10.2
P2380,50,14,Junior,1,13.6
P2381,44,10,Senior,0,11.1
P2382,41,3,Intermediate,0,4.9
P2383,41,9,Intermediate,2,10.2
P2384,30,2,Senior,2,11.4
P2385,32,2,Junior,0,6.6
P2386,21,1,Intermediate,0,5.7
P2387,29,7,Junior,1,8.7
P2388,24,3,Intermediate,1,16.9
P2389,28,5,Senior,0,9.0
P2390,34,5,Senior,2,11.0
P2391,46,19,Intermediate,0,13.5
P2392,33,4,Intermediate,1,7.4
P2393,35,6,Intermediate,2,9.0
P2394,48,18,Senior,2,11.1
P2395,50,8,Senior,0,9.8
P2396,35,14,Junior,0,4.9
P2397,23,2,Senior,1,7.9
P2398,33,11,Junior,2,5.5
P2399,28,5,Intermediate,0,6.2
P2400,35,1,Intermediate,1,7.5
P2401,23,1,Senior,0,10.6
P2402,23,2,Junior,1,3.9
P2403,29,6,Intermediate,1,8.6
P2404,22,1,Senior,1,10.5
P2405,40,18,Senior,1,8.5
P2406,28,6,Junior,0,14.2
P2407,21,1,Senior,1,6.9
P2408,35,4,Intermediate,3,9.1
P2409,35,3,Junior,0,5.0
P2410,38,10,Intermediate,0,7.1
P2411,35,4,Intermediate,0,7.0
P2412,37,5,Intermediate,2,12.6
P2413,30,2,Intermediate,1,8.2
P2414,44,22,Intermediate,1,12.2
P2415,32,6,Junior,3,9.5
P2416,48,6,Senior,1,7.2
P2417,26,4,Intermediate,0,11.9
P2418,37,7,Intermediate,0,7.3
P2419,21,1,Intermediate,0,4.0
P2420,31,7,Senior,0,10.9
P2421,47,25,Intermediate,1,4.1
P2422,29,3,Senior,2,9.7
P2423,30,2,Senior,1,16.5
P2424,32,2,Junior,0,7.4
P2425,22,1,Junior,1,17.7
P2426,37,13,Junior,2,6.5
P2427,34,1,Junior,0,18.0
P2428,36,1,Junior,1,6.2
P2429,43,11,Junior,0,8.2
P2430,26,2,Junior,0,9.0
P2431,28,6,Junior,2,9.3
P2432,44,9,Junior,1,10.8
P2433,31,10,Intermediate,0,5.0
P2434,40,5,Intermediate,2,4.0
P2435,35,3,Intermediate,2,7.8
P2436,29,5,Senior,1,10.7
P2437,30,5,Intermediate,3,13.6
P2438,50,2,Intermediate,0,5.8
P2439,41,16,Junior,0,9.4
P2440,29,7,Junior,2,6.4
P2441,31,9,Senior,0,13.1
P2442,47,9,Intermediate,2,2.6
P2443,39,8,Junior,0,5.7
P2444,29,6,Junior,3,6.7
P2445,22,1,Junior,1,8.9
P2446,47,21,Intermediate,0,11.8
P2447,45,20,Junior,2,0.0
P2448,38,2,Junior,3,7.7
P2449,36,13,Intermediate,2,8.4
P2450,29,1,Junior,2,12.2
P2451,22,1,Junior,1,2.6
P2452,40,16,Intermediate,2,7.9
P2453,27,6,Intermediate,3,15.6
P2454,32,4,Intermediate,1,6.9
P2455,22,1,Intermediate,1,6.8
P2456,47,5,Senior,2,9.7
P2457,22,1,Junior,1,7.9
P2458,46,15,Intermediate,1,11.6
P2459,35,13,Junior,1,9.3
P2460,42,9,Junior,1,0.3
P2461,45,6,Junior,3,12.2
P2462,27,4,Junior,1,14.6
P2463,38,7,Intermediate,1,12.9
P2464,23,1,Junior,1,3.6
P2465,44,17,Junior,1,11.0
P2466,31,9,Junior,1,2.4
P2467,45,4,Intermediate,0,6.2
P2468,50,14,Junior,2,10.8
P2469,38,9,Junior,1,15.7
P2470,22,1,Junior,1,6.5
P2471,22,1,Intermediate,3,11.6
P2472,47,13,Junior,0,8.6
P2473,45,2,Senior,2,10.7
P2474,27,4,Junior,1,11.7
P2475,39,12,Senior,1,11.2
P2476,31,5,Intermediate,0,9.0
P2477,45,6,Senior,0,9.1
P2478,31,4,Intermediate,2,11.3
P2479,44,5,Intermediate,1,8.3
P2480,48,13,Intermediate,0,15.1
P2481,30,4,Intermediate,1,15.4
P2482,37,2,Junior,0,9.7
P2483,26,3,Junior,2,15.2
P2484,32,11,Junior,2,15.1
P2485,49,15,Junior,2,13.3
P2486,36,11,Junior,3,9.2
P2487,21,1,Intermediate,1,9.5
P2488,37,3,Junior,0,4.4
P2489,41,3,Junior,0,8.6
P2490,39,18,Junior,1,12.6
P2491,40,8,Junior,0,9.9
P2492,47,10,Intermediate,1,7.9
P2493,28,6,Intermediate,0,9.4
P2494,41,16,Senior,1,9.5
P2495,36,10,Junior,0,7.2
P2496,26,3,Junior,0,11.2
P2497,50,2,Junior,1,8.5
P2498,36,9,Intermediate,2,12.7
P2499,43,11,Junior,0,21.3
P2500,46,23,Junior,6,15.4
P2501,46,13,Junior,2,10.2
P2502,33,5,Junior,1,7.4
P2503,36,15,Intermediate,2,10.0
P2504,22,1,Junior,1,10.1
P2505,25,3,Intermediate,0,9.2
P2506,26,2,Intermediate,0,14.3
P2507,29,7,Intermediate,1,8.5
P2508,21,1,Junior,0,11.1
P2509,47,20,Junior,0,16.6
P2510,36,13,Junior,4,9.1
P2511,34,9,Junior,0,6.7
P2512,24,3,Intermediate,0,12.4
P2513,22,1,Intermediate,2,10.7
P2514,26,4,Junior,1,12.2
P2515,31,2,Intermediate,2,15.4
P2516,21,1,Intermediate,0,9.9
P2517,37,9,Intermediate,1,15.8
P2518,27,5,Intermediate,5,12.1
P2519,40,19,Junior,1,6.6
P2520,34,7,Junior,1,5.9
P2521,21,1,Intermediate,0,5.0
P2522,48,20,Intermediate,3,11.9
P2523,35,12,Intermediate,0,4.0
P2524,31,6,Junior,1,7.2
P2525,36,3,Junior,1,9.7
P2526,33,2,Junior,0,3.2
P2527,29,4,Senior,1,9.8
P2528,34,3,Junior,1,3.5
P2529,21,1,Intermediate,2,6.9
P2530,23,2,Senior,2,12.9
P2531,27,5,Intermediate,1,11.0
P2532,41,9,Senior,0,10.2
P2533,23,2,Intermediate,1,5.8
P2534,44,23,Junior,1,5.6
P2535,47,12,Junior,0,12.8
P2536,42,6,Intermediate,0,20.8
P2537,40,1,Senior,0,7.4
P2538,39,12,Intermediate,3,3.6
P2539,37,6,Junior,0,3.6
P2540,50,27,Intermediate,2,8.5
P2541,31,10,Senior,0,13.0
P2542,25,4,Intermediate,1,7.6
P2543,22,1,Intermediate,1,12.6
P2544,33,7,Junior,0,16.6
P2545,29,5,Intermediate,0,12.5
P2546,36,6,Junior,0,9.3
P2547,38,10,Junior,2,5.4
P2548,22,1,Senior,1,12.4
P2549,31,9,Junior,2,9.4
P2550,50,5,Intermediate,0,11.9
P2551,27,2,Intermediate,6,9.3
P2552,41,10,Intermediate,0,7.0
P2553,40,8,Intermediate,1,15.3
P2554,25,1,Junior,1,14.4
P2555,24,2,Intermediate,0,3.3
P2556,31,10,Junior,0,14.0
P2557,28,7,Senior,1,7.5
P2558,49,13,Junior,1,8.6
P2559,24,1,Senior,2,15.8
P2560,42,3,Intermediate,2,7.6
P2561,42,13,Intermediate,3,7.0
P2562,29,7,Senior,0,13.5
P2563,44,2,Intermediate,0,5.3
P2564,48,26,Junior,1,7.5
P2565,23,2,Junior,1,8.8
P2566,36,1,Intermediate,0,11.8
P2567,47,14,Intermediate,0,7.4
P2568,50,3,Junior,0,10.8
P2569,40,17,Senior,0,5.3
P2570,33,1,Intermediate,0,16.2
P2571,25,2,Intermediate,1,10.1
P2572,40,7,Intermediate,2,12.1
P2573,21,1,Junior,1,12.2
P2574,38,17,Intermediate,1,9.2
P2575,39,18,Intermediate,0,7.6
P2576,48,6,Intermediate,0,7.8
P2577,37,14,Intermediate,2,12.0
P2578,28,1,Junior,1,16.8
P2579,22,1,Junior,0,7.2
P2580,25,2,Junior,1,13.9
P2581,48,11,Intermediate,0,2.9
P2582,39,13,Junior,0,11.4
P2583,49,6,Junior,1,4.7
P2584,43,4,Intermediate,1,15.4
P2585,25,1,Junior,0,3.9
P2586,28,2,Intermediate,0,2.2
P2587,36,14,Junior,2,11.3
P2588,47,9,Intermediate,2,17.4
P2589,46,24,Junior,2,12.1
P2590,29,3,Intermediate,2,7.3
P2591,40,2,Intermediate,1,6.5
P2592,44,23,Intermediate,3,8.5
P2593,36,13,Intermediate,1,9.8
P2594,30,7,Junior,2,10.5
P2595,37,16,Junior,0,15.5
P2596,23,1,Junior,0,9.8
P2597,34,1,Intermediate,1,11.1
P2598,43,14,Intermediate,2,11.6
P2599,45,23,Senior,0,5.5
P2600,23,1,Intermediate,2,10.3
P2601,47,17,Senior,2,14.5
P2602,42,6,Junior,1,14.5
P2603,25,2,Junior,2,4.2
P2604,32,6,Junior,1,9.3
P2605,46,13,Intermediate,2,9.7
P2606,44,12,Intermediate,1,14.7
P2607,48,10,Junior,0,14.9
P2608,31,10,Intermediate,1,9.0
P2609,31,7,Junior,1,0.0
P2610,49,12,Junior,0,10.0
P2611,43,14,Junior,2,11.1
P2612,21,1,Junior,2,13.2
P2613,35,1,Senior,2,7.5
P2614,21,1,Intermediate,2,4.7
P2615,37,2,Intermediate,0,7.4
P2616,36,2,Intermediate,1,11.0
P2617,28,6,Junior,0,7.9
P2618,36,2,Junior,2,4.5
P2619,24,2,Junior,1,9.5
P2620,27,3,Senior,0,11.7
P2621,33,8,Junior,1,14.9
P2622,45,1,Junior,3,13.3
P2623,46,15,Junior,0,9.0
P2624,35,13,Junior,0,5.5
P2625,27,6,Junior,0,7.5
P2626,38,12,Junior,0,13.2
P2627,39,9,Intermediate,2,11.1
P2628,23,1,Senior,3,9.9
P2629,27,6,Senior,3,3.3
P2630,35,10,Intermediate,3,12.8
P2631,42,8,Junior,1,10.3
P2632,23,2,Senior,0,19.3
P2633,36,7,Junior,0,7.2
P2634,26,4,Intermediate,0,9.6
P2635,38,8,Intermediate,1,15.5
P2636,40,16,Junior,1,11.0
P2637,25,2,Intermediate,1,9.8
P2638,46,21,Junior,0,2.6
P2639,49,19,Intermediate,0,1.5
P2640,27,4,Junior,1,9.6
P2641,31,3,Junior,1,6.9
P2642,50,10,Junior,1,2.8
P2643,28,7,Junior,0,19.1
P2644,47,23,Senior,1,10.2
P2645,25,1,Intermediate,0,11.5
P2646,25,3,Junior,2,14.1
P2647,48,6,Intermediate,1,8.5
P2648,48,21,Junior,1,11.2
P2649,40,3,Senior,2,7.2
P2650,48,16,Junior,0,7.7
P2651,47,9,Junior,3,6.8
P2652,41,1,Intermediate,0,14.7
P2653,28,1,Senior,0,10.7
P2654,29,1,Intermediate,0,12.4
P2655,38,2,Senior,0,6.3
P2656,32,6,Intermediate,1,14.4
P2657,23,1,Intermediate,2,11.5
P2658,21,1,Intermediate,1,6.2
P2659,25,2,Junior,0,5.1
P2660,36,15,Junior,0,11.5
P2661,25,4,Intermediate,2,11.4
P2662,32,10,Intermediate,1,8.0
P2663,43,6,Junior,2,3.3
P2664,44,2,Junior,1,14.4
P2665,45,6,Junior,3,5.5
P2666,21,1,Junior,0,9.2
P2667,33,6,Junior,1,7.5
P2668,34,10,Senior,0,14.8
P2669,45,4,Intermediate,3,8.7
P2670,21,1,Junior,1,9.0
P2671,40,16,Junior,0,11.5
P2672,43,6,Senior,1,0.0
P2673,30,2,Intermediate,0,8.8
P2674,23,2,Intermediate,0,12.6
P2675,39,2,Intermediate,0,13.6
P2676,37,9,Senior,1,4.9
P2677,33,5,Intermediate,0,7.5
P2678,31,1,Intermediate,2,3.7
P2679,30,6,Junior,3,10.9
P2680,42,12,Intermediate,3,4.1
P2681,44,12,Intermediate,1,5.5
P2682,30,1,Intermediate,1,10.4
P2683,38,10,Senior,0,7.9
P2684,36,13,Junior,1,11.9
P2685,27,2,Junior,1,12.9
P2686,43,11,Junior,3,10.4
P2687,50,7,Intermediate,2,7.4
P2688,34,8,Senior,0,8.5
P2689,34,9,Intermediate,2,3.1
P2690,23,2,Junior,0,9.1
P2691,31,8,Junior,1,7.8
P2692,49,16,Junior,1,5.7
P2693,28,5,Intermediate,0,10.3
P2694,38,2,Junior,0,6.1
P2695,22,1,Junior,0,10.4
P2696,42,18,Junior,1,15.7
P2697,36,5,Senior,0,11.2
P2698,29,6,Intermediate,1,14.5
P2699,24,2,Junior,2,13.7
P2700,50,22,Intermediate,2,5.3
P2701,34,13,Intermediate,0,12.7
P2702,27,4,Intermediate,1,10.2
P2703,37,11,Senior,3,8.8
P2704,32,6,Senior,1,6.1
P2705,45,9,Junior,2,8.0
P2706,27,2,Intermediate,3,13.3
P2707,38,13,Junior,1,15.2
P2708,42,14,Junior,0,5.4
P2709,48,8,Junior,1,6.9
P2710,24,1,Junior,0,12.8
P2711,42,17,Junior,0,17.8
P2712,44,9,Intermediate,1,10.3
P2713,43,7,Junior,1,15.9
P2714,47,2,Junior,0,8.1
P2715,37,16,Junior,2,3.4
P2716,31,9,Intermediate,1,16.2
P2717,42,19,Senior,1,14.6
P2718,23,2,Intermediate,0,11.2
P2719,49,10,Intermediate,0,6.6
P2720,39,8,Intermediate,0,17.0
P2721,48,27,Senior,0,8.7
P2722,30,8,Intermediate,0,14.9
P2723,41,4,Junior,2,8.4
P2724,40,9,Intermediate,0,12.7
P2725,32,1,Senior,0,6.0
P2726,33,8,Junior,0,3.4
P2727,49,22,Junior,0,13.5
P2728,36,1,Intermediate,0,12.4
P2729,40,14,Junior,2,6.3
P2730,41,17,Junior,2,9.0
P2731,35,8,Senior,1,10.7
P2732,42,16,Intermediate,2,9.6
P2733,42,13,Intermediate,3,6.9
P2734,21,1,Senior,3,7.1
P2735,25,2,Junior,1,17.4
P2736,41,6,Intermediate,3,7.2
P2737,48,12,Intermediate,1,15.3
P2738,43,3,Junior,1,7.8
P2739,21,1,Senior,2,11.2
P2740,32,5,Junior,0,13.3
P2741,50,23,Intermediate,1,14.8
P2742,29,8,Junior,2,10.7
P2743,23,2,Intermediate,0,10.3
P2744,26,3,Junior,1,10.0
P2745,48,22,Intermediate,1,7.8
P2746,23,1,Intermediate,1,7.5
P2747,21,1,Intermediate,1,13.3
P2748,37,7,Senior,1,12.1
P2749,21,1,Senior,0,2.4
P2750,30,4,Intermediate,0,11.8
P2751,29,5,Senior,0,10.8
P2752,47,6,Junior,2,12.9
P2753,22,1,Junior,1,12.3
P2754,45,7,Intermediate,2,6.2
P2755,24,3,Intermediate,0,7.1
P2756,24,3,Intermediate,1,12.2
P2757,46,1,Junior,0,4.8
P2758,44,13,Intermediate,1,11.4
P2759,27,4,Intermediate,0,5.6
P2760,30,7,Junior,0,15.4
P2761,36,9,Junior,1,6.3
P2762,40,18,Intermediate,0,8.9
P2763,23,2,Intermediate,1,10.9
P2764,41,15,Senior,3,7.6
P2765,35,7,Junior,0,7.7
P2766,49,2,Junior,1,12.6
P2767,31,6,Junior,1,11.2
P2768,42,5,Senior,0,9.3
P2769,50,21,Intermediate,0,19.8
P2770,37,4,Intermediate,2,11.2
P2771,43,1,Senior,1,8.5
P2772,41,15,Junior,0,11.0
P2773,31,2,Intermediate,2,13.9
P2774,38,5,Intermediate,2,13.2
P2775,32,9,Intermediate,0,4.1
P2776,42,13,Junior,1,12.5
P2777,22,1,Junior,1,13.8
P2778,45,6,Junior,3,8.7
P2779,46,23,Junior,0,11.4
P2780,44,13,Junior,1,16.0
P2781,37,2,Junior,0,13.1
P2782,23,1,Junior,1,13.8
P2783,35,13,Intermediate,2,6.9
P2784,42,4,Junior,1,10.8
P2785,24,1,Intermediate,1,5.9
P2786,31,4,Senior,0,10.5
P2787,41,14,Intermediate,1,7.9
P2788,49,12,Senior,2,4.2
P2789,48,20,Junior,0,11.8
P2790,41,20,Intermediate,0,5.3
P2791,46,3,Junior,1,3.7
P2792,35,14,Junior,0,20.3
P2793,45,16,Intermediate,0,10.1
P2794,43,13,Intermediate,3,7.9
P2795,29,2,Intermediate,2,18.7
P2796,32,9,Junior,1,7.8
P2797,39,6,Junior,1,7.3
P2798,26,1,Junior,1,15.4
P2799,30,5,Senior,2,16.7
P2800,21,1,Junior,2,11.0
P2801,41,4,Senior,1,8.3
P2802,25,1,Junior,1,10.7
P2803,24,1,Senior,1,1.8
P2804,46,16,Junior,0,12.6
P2805,21,1,Intermediate,0,13.0
P2806,45,7,Intermediate,1,6.8
P2807,39,18,Senior,0,1.9
P2808,38,2,Intermediate,0,12.4
P2809,43,9,Intermediate,0,2.3
P2810,43,8,Junior,0,6.4
P2811,24,3,Junior,1,6.7
P2812,30,6,Intermediate,0,18.5
P2813,44,6,Intermediate,0,11.0
P2814,35,12,Intermediate,3,19.3
P2815,37,2,Intermediate,0,8.0
P2816,23,2,Intermediate,0,11.6
P2817,41,15,Intermediate,1,14.4
P2818,45,16,Intermediate,3,14.1
P2819,36,5,Intermediate,1,10.7
P2820,40,13,Junior,1,5.5
P2821,23,2,Junior,0,15.8
P2822,27,4,Junior,1,10.0
P2823,26,3,Junior,0,10.3
P2824,50,8,Junior,0,7.5
P2825,35,4,Junior,0,14.6
P2826,37,2,Junior,0,7.6
P2827,32,2,Junior,0,12.6
P2828,34,1,Junior,1,11.0
P2829,41,9,Junior,0,12.3
P2830,36,9,Intermediate,2,10.2
P2831,33,9,Junior,2,21.0
P2832,21,1,Junior,2,8.9
P2833,30,4,Intermediate,1,15.2
P2834,36,7,Intermediate,1,3.7
P2835,32,10,Intermediate,0,11.3
P2836,47,13,Junior,1,16.7
P2837,45,23,Intermediate,3,15.2
P2838,29,5,Junior,1,5.7
P2839,43,13,Intermediate,1,10.2
P2840,39,3,Senior,3,10.5
P2841,50,11,Junior,0,11.2
P2842,29,4,Intermediate,0,10.9
P2843,28,2,Junior,1,14.0
P2844,23,1,Junior,2,8.4
P2845,42,6,Junior,2,11.8
P2846,24,1,Intermediate,1,8.9
P2847,34,8,Junior,0,13.4
P2848,49,9,Intermediate,0,13.4
P2849,22,1,Junior,0,15.5
P2850,35,1,Junior,1,7.8
P2851,37,4,Intermediate,1,9.8
P2852,27,6,Senior,1,2.2
P2853,23,1,Senior,2,9.5
P2854,33,2,Senior,0,13.8
P2855,39,9,Junior,1,9.2
P2856,30,9,Senior,2,13.2
P2857,24,1,Junior,1,5.1
P2858,31,9,Intermediate,1,17.6
P2859,50,19,Senior,2,12.6
P2860,33,9,Intermediate,3,7.4
P2861,49,6,Senior,1,0.5
P2862,45,4,Senior,2,5.0
P2863,33,11,Junior,1,13.5
P2864,42,5,Intermediate,0,8.8
P2865,48,4,Intermediate,0,13.5
P2866,48,16,Intermediate,0,9.2
P2867,49,17,Senior,2,13.0
P2868,35,11,Intermediate,0,7.1
P2869,25,3,Senior,0,4.1
P2870,23,2,Intermediate,1,6.3
P2871,40,16,Junior,1,16.2
P2872,42,17,Intermediate,2,13.9
P2873,34,2,Senior,0,11.6
P2874,31,6,Senior,1,4.7
P2875,23,2,Junior,1,7.2
P2876,44,6,Junior,1,13.5
P2877,38,9,Intermediate,1,9.7
P2878,38,3,Junior,1,12.8
P2879,31,8,Junior,1,7.2
P2880,22,1,Intermediate,1,15.2
P2881,45,14,Senior,0,17.1
P2882,35,14,Junior,3,9.3
P2883,45,18,Junior,0,6.9
P2884,33,10,Intermediate,2,14.9
P2885,47,21,Intermediate,1,9.4
P2886,31,9,Intermediate,1,6.8
P2887,24,1,Intermediate,2,13.3
P2888,37,16,Intermediate,2,8.7
P2889,25,1,Intermediate,0,11.9
P2890,43,9,Junior,0,11.0
P2891,27,6,Senior,1,15.6
P2892,47,15,Intermediate,0,13.1
P2893,47,24,Junior,0,10.5
P2894,45,20,Senior,1,14.1
P2895,28,3,Senior,1,14.9
P2896,29,6,Junior,1,16.1
P2897,43,12,Senior,0,13.0
P2898,41,18,Junior,3,3.1
P2899,42,16,Senior,0,7.8
P2900,44,6,Senior,0,5.2
P2901,32,11,Intermediate,2,10.8
P2902,40,1,Junior,3,9.3
P2903,43,13,Intermediate,0,9.2
P2904,32,8,Junior,0,4.1
P2905,23,2,Junior,0,20.1
P2906,21,1,Intermediate,0,15.5
P2907,44,4,Junior,0,11.9
P2908,39,10,Junior,1,9.3
P2909,24,2,Senior,1,9.5
P2910,50,27,Intermediate,0,14.3
P2911,30,4,Junior,0,2.0
P2912,47,20,Intermediate,0,10.1
P2913,49,2,Junior,2,14.7
P2914,25,1,Junior,1,10.0
P2915,50,28,Junior,0,5.5
P2916,24,2,Intermediate,0,7.1
P2917,49,17,Intermediate,0,8.1
P2918,24,1,Intermediate,0,9.8
P2919,26,5,Junior,0,15.9
P2920,25,1,Junior,1,15.9
P2921,49,5,Junior,1,9.8
P2922,46,3,Junior,0,2.6
P2923,38,9,Junior,2,5.6
P2924,23,2,Junior,0,15.0
P2925,26,2,Junior,2,9.0
P2926,47,1,Junior,1,9.1
P2927,28,2,Junior,3,7.7
P2928,32,5,Intermediate,0,7.5
P2929,22,1,Junior,2,10.1
P2930,43,10,Senior,2,13.0
P2931,37,6,Junior,0,2.9
P2932,27,6,Intermediate,1,12.5
P2933,29,7,Intermediate,2,14.1
P2934,45,5,Intermediate,2,17.8
P2935,22,1,Junior,1,7.1
P2936,42,10,Junior,0,9.8
P2937,34,9,Junior,1,11.2
P2938,37,14,Senior,2,10.1
P2939,46,8,Junior,2,6.6
P2940,25,4,Intermediate,0,13.4
P2941,27,4,Intermediate,1,11.4
P2942,48,7,Junior,1,15.1
P2943,34,5,Junior,2,16.0
P2944,34,10,Intermediate,3,11.5
P2945,49,28,Senior,1,6.4
P2946,30,2,Junior,1,8.7
P2947,26,4,Junior,0,12.0
P2948,22,1,Senior,0,10.3
P2949,47,24,Junior,1,3.7
P2950,34,5,Senior,2,11.4
P2951,49,6,Intermediate,1,16.6
P2952,31,10,Senior,2,13.3
P2953,40,3,Senior,1,8.6
P2954,49,21,Junior,2,10.1
P2955,28,3,Junior,0,9.3
P2956,43,16,Senior,1,12.0
P2957,23,2,Junior,2,6.4
P2958,43,10,Intermediate,0,12.7
P2959,33,10,Junior,1,12.0
P2960,34,3,Intermediate,0,10.6
P2961,23,2,Junior,0,10.5
P2962,22,1,Senior,1,5.1
P2963,38,12,Intermediate,1,9.8
P2964,44,14,Intermediate,0,9.6
P2965,32,10,Junior,3,8.2
P2966,41,8,Senior,2,10.6
P2967,43,16,Intermediate,1,3.0
P2968,29,4,Intermediate,0,8.4
P2969,28,2,Intermediate,1,17.3
