personnel_id,leave_days,days_since_last_leave,leave_frequency
P4189,2,36,1
P4190,5,25,3
P4191,2,20,1
P4192,5,61,2
P4193,4,6,2
P4194,7,51,1
P4195,14,31,3
P4196,7,27,0
P4197,10,61,1
P4198,15,20,1
P4199,14,51,2
P4200,13,48,2
P4201,9,56,4
P4202,12,51,1
P4203,14,17,3
P4204,10,6,2
P4205,7,86,4
P4206,5,79,0
P4207,9,14,4
P4208,8,34,0
P4209,8,28,3
P4210,6,38,2
P4211,5,63,2
P4212,2,76,3
P4213,12,86,0
P4214,4,46,0
P4215,11,87,1
P4216,13,71,2
P4217,2,81,0
P4218,2,18,1
P4219,12,13,1
P4220,7,33,4
P4221,5,43,0
P4222,6,76,2
P4223,1,68,2
P4224,14,88,1
P4225,15,16,3
P4226,8,10,0
P4227,11,58,3
P4228,7,33,4
P4229,14,29,4
P4230,10,65,4
P4231,10,30,3
P4232,3,26,0
P4233,13,22,1
P4234,14,30,4
P4235,9,29,3
P4236,1,28,3
P4237,14,12,2
P4238,8,28,1
P4239,7,89,0
P4240,9,78,1
P4241,1,44,0
P4242,8,43,0
P4243,13,41,1
P4244,13,31,3
P4245,0,34,4
P4246,4,25,0
P4247,1,38,4
P4248,11,35,1
P4249,8,8,4
P4250,10,59,1
P4251,8,32,1
P4252,6,15,4
P4253,1,29,4
P4254,14,54,2
P4255,11,68,3
P4256,3,35,1
P4257,5,84,4
P4258,13,48,0
P4259,4,71,2
P4260,3,13,3
P4261,4,78,4
P4262,14,85,1
P4263,5,19,2
P4264,3,35,4
P4265,15,48,4
P4266,3,6,3
P4267,15,44,0
P4268,8,42,3
P4269,15,58,2
P4270,8,81,3
P4271,11,29,2
P4272,12,83,0
P4273,8,27,1
P4274,14,21,4
P4275,1,15,2
P4276,0,25,2
P4277,4,10,4
P4278,6,62,0
P4279,12,43,4
P4280,5,33,0
P4281,1,90,4
P4282,11,83,1
P4283,0,79,4
P4284,11,7,2
P4285,12,65,2
P4286,6,75,3
P4287,1,33,4
P4288,8,17,0
P4289,10,72,0
P4290,8,78,2
P4291,0,11,2
P4292,12,32,2
P4293,5,46,1
P4294,11,59,2
P4295,6,59,4
P4296,13,70,2
P4297,9,5,4
P4298,7,59,0
P4299,8,46,3
P4300,4,16,1
P4301,14,82,3
P4302,14,44,0
P4303,11,9,0
P4304,10,8,0
P4305,3,36,4
P4306,5,82,4
P4307,1,71,4
P4308,10,29,1
P4309,6,39,2
P4310,4,52,4
P4311,2,28,3
P4312,4,37,4
P4313,12,75,1
P4314,2,61,4
P4315,5,44,2
P4316,0,18,4
P4317,3,82,1
P4318,8,8,0
P4319,6,67,0
P4320,1,27,3
P4321,15,89,2
P4322,7,24,0
P4323,5,56,2
P4324,14,72,2
P4325,6,61,4
P4326,11,30,3
P4327,6,86,2
P4328,9,71,1
P4329,11,57,0
P4330,13,70,2
P4331,15,74,3
P4332,7,61,0
P4333,6,16,1
P4334,0,56,1
P4335,11,61,4
P4336,0,77,4
P4337,9,26,3
P4338,6,54,1
P4339,11,82,2
P4340,5,5,2
P4341,3,60,4
P4342,6,73,3
P4343,5,48,1
P4344,0,40,4
P4345,0,38,4
P4346,8,55,4
P4347,8,90,4
P4348,4,12,4
P4349,8,31,4
P4350,2,69,3
P4351,6,49,2
P4352,12,54,0
P4353,14,18,2
P4354,10,66,4
P4355,9,17,4
P4356,13,37,3
P4357,0,45,0
P4358,14,73,4
P4359,12,11,1
P4360,10,46,2
P4361,4,51,1
P4362,10,8,0
P4363,6,67,2
P4364,13,6,1
P4365,11,47,0
P4366,1,28,4
P4367,13,73,2
P4368,6,34,3
P4369,8,55,2
P4370,14,60,0
P4371,9,59,3
P4372,0,6,2
P4373,10,80,3
P4374,0,46,2
P4375,8,53,2
P4376,1,41,3
P4377,14,11,1
P4378,4,65,2
P4379,12,43,3
P4380,8,6,3
P4381,4,59,4
P4382,3,86,0
P4383,2,75,0
P4384,4,18,4
P4385,2,53,4
P4386,7,64,4
P4387,5,17,4
P4388,1,23,2
P4389,9,57,0
P4390,6,42,0
P4391,13,90,2
P4392,3,75,4
P4393,1,54,4
P4394,4,74,1
P4395,1,69,1
P4396,13,31,1
P4397,6,6,2
P4398,10,65,1
P4399,10,16,1
P4400,14,69,0
P4401,7,10,4
P4402,5,42,4
P4403,1,79,0
P4404,15,62,1
P4405,13,47,0
P4406,5,29,0
P4407,4,37,3
P4408,13,47,0
P4409,6,63,2
P4410,3,23,0
P4411,3,73,4
P4412,12,73,1
P4413,10,22,0
P4414,13,33,0
P4415,3,87,3
P4416,15,79,3
P4417,14,32,2
P4418,0,12,3
P4419,14,72,0
P4420,14,14,4
P4421,11,56,2
P4422,14,74,0
P4423,5,45,3
P4424,8,14,0
P4425,7,61,2
P4426,3,52,0
P4427,14,80,0
P4428,0,29,2
P4429,0,36,4
P4430,15,30,0
P4431,7,50,4
P4432,11,31,3
P4433,10,40,3
P4434,1,78,1
P4435,6,16,2
P4436,15,68,2
P4437,10,29,4
P4438,3,48,2
P4439,14,17,0
P4440,4,74,4
P4441,8,29,1
P4442,13,16,2
P4443,12,47,0
P4444,14,41,4
P4445,6,15,2
P4446,6,67,3
P4447,14,13,1
P4448,5,68,1
P4449,5,47,3
P4450,12,47,2
P4451,1,56,1
P4452,3,30,3
P4453,8,28,0
P4454,9,53,4
P4455,5,40,1
P4456,5,13,1
P4457,15,86,1
P4458,6,12,2
P4459,10,81,1
P4460,7,33,1
P4461,5,7,3
P4462,9,69,3
P4463,3,60,3
P4464,7,36,2
P4465,0,10,2
P4466,14,78,0
P4467,7,81,0
P4468,10,74,4
P4469,6,90,4
P4470,0,29,2
P4471,2,18,1
P4472,9,70,0
P4473,0,14,2
P4474,0,66,2
P4475,14,64,0
P4476,6,81,0
P4477,6,47,0
P4478,10,33,2
P4479,6,90,1
P4480,5,73,2
P4481,1,7,4
P4482,7,24,3
P4483,12,74,1
P4484,15,47,4
P4485,4,34,2
P4486,10,88,0
P4487,5,47,2
P4488,6,48,0
P4489,0,82,4
P4490,1,45,3
P4491,15,14,3
P4492,8,82,3
P4493,1,61,0
P4494,9,58,4
P4495,9,70,2
P4496,8,71,2
P4497,10,8,1
P4498,10,83,0
P4499,1,26,4
P4500,9,24,1
P4501,8,54,3
P4502,7,35,3
P4503,10,45,3
P4504,1,18,4
P4505,11,37,0
P4506,5,86,2
P4507,6,44,4
P4508,6,66,2
P4509,10,15,1
P4510,14,83,4
P4511,3,44,3
P4512,13,25,4
P4513,8,75,2
P4514,0,70,1
P4515,12,76,1
P4516,12,59,3
P4517,15,36,2
P4518,15,68,1
P4519,8,54,2
P4520,7,70,4
P4521,9,84,3
P4522,9,6,4
P4523,15,11,4
P4524,0,73,4
P4525,9,56,4
P4526,15,59,4
P4527,1,6,2
P4528,1,46,2
P4529,4,14,0
P4530,2,90,2
P4531,5,73,1
P4532,0,12,1
P4533,4,87,2
P4534,1,75,4
P4535,13,58,3
P4536,7,86,3
P4537,2,29,2
P4538,15,49,0
P4539,12,28,3
P4540,12,6,1
P4541,13,14,2
P4542,6,90,1
P4543,12,9,4
P4544,1,68,3
P4545,10,63,4
P4546,15,82,2
P4547,14,57,2
P4548,8,43,0
P4549,8,50,0
P4550,9,41,2
P4551,1,33,0
P4552,1,8,3
P4553,0,28,1
P4554,11,28,4
P4555,9,22,3
P4556,0,14,0
P4557,11,62,2
P4558,3,48,2
P4559,11,79,2
P4560,11,15,2
P4561,7,7,0
P4562,11,16,0
P4563,7,57,1
P4564,15,23,2
P4565,13,11,1
P4566,2,71,0
P4567,8,10,0
P4568,0,19,3
P4569,10,71,3
P4570,11,10,2
P4571,8,56,2
P4572,9,30,0
P4573,6,63,1
P4574,5,88,4
P4575,9,39,4
P4576,12,7,0
P4577,15,40,3
P4578,0,43,4
P4579,9,64,3
P4580,1,62,1
P4581,14,9,0
P4582,8,13,4
P4583,10,32,4
P4584,8,73,2
P4585,13,52,1
P4586,13,73,1
P4587,14,40,3
P4588,7,11,4
P4589,15,5,1
P4590,5,24,1
P4591,2,40,1
P4592,6,37,0
P4593,2,54,2
P4594,2,63,4
P4595,0,17,4
P4596,0,47,1
P4597,10,59,2
P4598,14,46,0
P4599,11,75,0
P4600,9,68,0
P4601,12,20,1
P4602,7,64,3
P4603,6,38,0
P4604,3,59,1
P4605,1,63,0
P4606,1,51,2
P4607,14,25,2
P4608,1,15,1
P4609,5,27,0
P4610,10,80,0
P4611,5,32,0
P4612,1,5,4
P4613,3,50,4
P4614,8,16,1
P4615,4,32,3
P4616,6,84,4
P4617,13,12,1
P4618,10,85,3
P4619,15,65,2
P4620,5,36,3
P4621,12,9,2
P4622,11,43,0
P4623,6,20,1
P4624,11,15,0
P4625,15,38,4
P4626,13,67,0
P4627,0,38,2
P4628,8,71,1
P4629,4,35,2
P4630,2,52,3
P4631,7,11,2
P4632,6,36,2
P4633,9,40,4
P4634,3,90,4
P4635,8,57,4
P4636,14,52,3
P4637,9,73,3
P4638,15,70,1
P4639,7,51,3
P4640,12,18,0
P4641,11,42,3
P4642,11,17,4
P4643,6,42,3
P4644,9,26,2
P4645,3,76,4
P4646,7,49,2
P4647,7,90,4
P4648,4,18,1
P4649,14,11,1
P4650,11,62,2
P4651,6,38,4
P4652,2,44,3
P4653,3,57,0
P4654,6,83,4
P4655,11,16,0
P4656,10,55,4
P4657,0,70,4
P4658,2,76,4
P4659,4,49,2
P4660,8,45,3
P4661,13,6,0
P4662,4,19,3
P4663,12,68,1
P4664,6,11,0
P4665,10,35,1
P4666,10,55,0
P4667,12,67,4
P4668,0,37,4
P4669,5,41,4
P4670,1,61,3
P4671,15,55,2
P4672,6,26,2
P4673,5,68,4
P4674,3,42,3
P4675,13,18,1
P4676,3,71,4
P4677,9,11,0
P4678,5,22,0
P4679,5,78,3
P4680,1,65,0
P4681,14,36,3
P4682,3,19,1
P4683,11,27,2
P4684,6,30,0
P4685,1,17,3
P4686,2,14,1
P4687,3,86,2
P4688,14,56,0
P4689,7,31,4
P4690,14,17,3
P4691,10,39,2
P4692,14,72,4
P4693,14,10,1
P4694,5,12,0
P4695,12,24,4
P4696,15,60,1
P4697,15,6,1
P4698,1,36,2
P4699,5,45,4
P4700,9,43,4
P4701,4,16,0
P4702,8,36,1
P4703,7,44,1
P4704,9,68,0
P4705,4,57,1
P4706,4,86,2
P4707,12,42,0
P4708,13,32,0
P4709,15,13,3
P4710,1,41,0
P4711,12,83,3
P4712,13,64,4
P4713,4,67,3
P4714,9,49,2
P4715,13,11,2
P4716,4,45,3
P4717,1,39,2
P4718,0,54,4
P4719,2,11,3
P4720,9,43,2
P4721,0,7,0
P4722,8,18,4
P4723,4,75,2
P4724,2,37,4
P4725,6,55,4
P4726,9,21,4
P4727,10,35,0
P4728,3,38,0
P4729,15,26,4
P4730,12,15,0
P4731,5,69,0
P4732,12,52,4
P4733,3,28,3
P4734,3,47,4
P4735,8,69,3
P4736,2,47,3
P4737,7,69,2
P4738,13,66,1
P4739,5,30,4
P4740,8,19,1
P4741,4,23,0
P4742,8,63,0
P4743,15,32,1
P4744,4,46,3
P4745,8,23,0
P4746,13,81,1
P4747,1,44,1
P4748,4,12,3
P4749,8,81,3
P4750,4,48,3
P4751,6,35,4
P4752,13,17,4
P4753,3,6,1
P4754,4,70,1
P4755,1,88,4
P4756,15,90,4
P4757,5,47,1
P4758,7,27,4
P4759,9,56,4
P4760,5,88,3
P4761,4,71,1
P4762,10,5,2
P4763,12,37,2
P4764,1,81,4
P4765,11,54,1
P4766,2,87,4
P4767,7,24,0
P4768,2,70,2
P4769,15,51,3
P4770,1,68,3
P4771,9,24,4
P4772,9,8,3
P4773,7,69,0
P4774,13,39,4
P4775,4,56,3
P4776,9,31,0
P4777,13,40,3
P4778,9,44,3
P4779,15,88,1
P4780,1,77,1
P4781,13,7,4
P4782,5,11,0
P4783,7,47,2
P4784,12,25,1
P4785,9,36,3
P4786,11,13,3
P4787,0,19,4
P4788,13,12,4
P4789,12,44,2
P4790,15,46,1
P4791,10,12,2
P4792,6,80,2
P4793,10,49,0
P4794,10,20,4
P4795,10,44,3
P4796,2,49,2
P4797,12,35,0
P4798,12,59,0
P4799,5,55,0
P4800,9,34,1
P4801,12,64,2
P4802,6,10,1
P4803,15,89,0
P4804,2,18,0
P4805,2,38,3
P4806,4,52,2
P4807,9,82,4
P4808,10,75,1
P4809,12,13,3
P4810,11,42,0
P4811,15,44,3
P4812,3,6,0
P4813,5,30,3
P4814,9,85,0
P4815,14,11,0
P4816,10,36,2
P4817,8,63,3
P4818,0,25,3
P4819,0,37,1
P4820,8,21,4
P4821,0,47,0
P4822,8,69,1
P4823,3,54,4
P4824,13,89,2
P4825,10,89,3
P4826,15,34,3
P4827,12,5,1
P4828,15,86,0
P4829,3,54,1
P4830,10,64,4
P4831,4,69,1
P4832,4,75,0
P4833,6,64,1
P4834,14,38,0
P4835,15,78,3
P4836,15,29,3
P4837,15,49,3
P4838,7,17,4
P4839,0,75,1
P4840,10,63,2
P4841,6,60,3
P4842,10,19,1
P4843,6,28,2
P4844,6,9,4
P4845,4,35,2
P4846,9,23,1
P4847,13,87,1
P4848,0,45,1
P4849,4,84,0
P4850,15,44,3
P4851,5,15,3
P4852,15,30,1
P4853,6,52,4
P4854,6,37,0
P4855,13,6,4
P4856,7,79,3
P4857,13,40,2
P4858,15,29,0
P4859,8,81,2
P4860,9,61,0
P4861,12,13,4
P4862,7,66,2
P4863,7,68,3
P4864,0,27,2
P4865,11,65,3
P4866,8,47,1
P4867,7,79,4
P4868,15,68,4
P4869,7,77,2
P4870,9,15,4
P4871,14,71,0
P4872,4,47,2
P4873,0,53,2
P4874,14,57,2
P4875,8,65,0
P4876,7,26,3
P4877,13,64,4
P4878,6,43,0
P4879,8,5,2
P4880,4,15,3
P4881,11,37,0
P4882,12,24,4
P4883,3,25,1
P4884,2,75,3
P4885,1,79,4
P4886,9,63,1
P4887,2,26,3
P4888,3,6,1
P4889,8,15,1
P4890,2,9,1
P4891,13,41,1
P4892,11,71,0
P4893,3,61,1
P4894,4,49,3
P4895,8,87,2
P4896,7,55,0
P4897,12,49,3
P4898,6,14,1
P4899,10,34,4
P4900,12,19,0
P4901,15,80,0
P4902,3,23,2
P4903,4,43,4
P4904,7,89,1
P4905,3,82,2
P4906,3,28,1
P4907,9,23,2
P4908,12,36,1
P4909,12,39,1
P4910,1,78,4
P4911,0,27,1
P4912,8,40,4
P4913,4,84,0
P4914,3,53,1
P4915,15,31,0
P4916,2,76,4
P4917,5,87,2
P4918,6,70,4
P4919,2,70,4
P4920,15,47,0
P4921,10,66,4
P4922,13,87,4
P4923,0,63,4
P4924,14,42,1
P4925,13,23,0
P4926,1,84,2
P4927,4,59,3
P4928,5,70,4
P4929,9,87,0
P4930,5,84,1
P4931,7,56,2
P4932,4,56,4
P4933,3,26,3
P4934,0,88,3
P4935,14,57,4
P4936,6,6,0
P4937,14,87,0
P4938,0,27,1
P4939,9,37,2
P4940,2,59,2
P4941,1,41,2
P4942,12,75,2
P4943,0,5,3
P4944,0,45,1
P4945,15,53,2
P4946,14,14,3
P4947,15,48,0
P4948,12,8,3
P4949,5,83,0
P4950,5,34,0
P4951,1,12,4
P4952,1,75,3
P4953,4,36,1
P4954,10,43,2
P4955,11,37,1
P4956,8,83,3
P4957,12,33,3
P4958,2,14,3
P4959,11,62,2
P4960,2,62,0
P4961,5,49,1
P4962,15,47,0
P4963,11,32,4
P4964,5,75,2
P4965,0,71,4
P4966,12,10,1
P4967,5,47,3
P4968,9,19,2
P4969,1,66,0
P4970,9,65,3
P4971,0,86,0
P4972,13,5,2
P4973,3,73,4
P4974,15,70,2
P4975,2,34,1
P4976,3,29,2
P4977,2,75,3
P4978,13,37,4
P4979,10,34,3
P4980,13,31,4
P4981,6,86,3
P4982,6,77,1
P4983,7,42,0
P4984,6,9,0
P4985,10,43,1
P4986,6,79,2
P4987,4,12,0
P4988,13,77,1
P4989,4,36,1
P4990,7,64,1
P4991,11,80,2
P4992,10,78,1
P4993,8,34,3
P4994,14,42,0
P4995,7,65,0
P4996,8,88,0
P4997,3,74,3
P4998,8,24,1
P4999,7,54,3
P5000,6,44,1
